GeneSymbol	GeneId	EvidenceCode	Comments	isNegative	ExternalDatabase	DatabaseLink	Phenotypes
PC	5091	TAS	Pyruvate carboxylase deficiency		OMIM	266150	pyruvate carboxylase deficiency disease
PDHA1	5160	TAS	Pyruvate dehydrogenase E1-alpha deficiency		OMIM	312170	pyruvate decarboxylase deficiency
RECQL4	9401	TAS	RAPADILINO syndrome		OMIM	266280	rapadilino syndrome
KNG1	3827	TAS	[High molecular weight kininogen deficiency]; [Kininogen deficiency]		OMIM	228960	Reduced kininogen activity
PHYH	5264	TAS	Refsum disease		OMIM	266500	Refsum disease
RET	5979	TAS	Renal agenesis		OMIM	191830	renal agenesis
UPK3A	7380	TAS	Renal adysplasia; Urogenital adysplasia		OMIM	191830	renal agenesis
PAX2	5076	TAS	Renal hypoplasia, isolated		OMIM	191830	renal agenesis
TFE3	7030	TAS	Renal cell carcinoma, papillary, 1		OMIM	300854	renal cell carcinoma
SLC5A2	6524	TAS	Renal glucosuria		OMIM	233100	renal glycosuria
ATP6V0A4	50617	TAS	Renal tubular acidosis, distal, autosomal recessive		OMIM	602722	renal tubular acidosis
ATP6V1B1	525	TAS	Renal tubular acidosis with deafness		OMIM	267300	renal tubular acidosis
SLC4A1	6521	TAS	Renal tubular acidosis, distal, AD		OMIM	179800	renal tubular acidosis
SLC4A4	8671	TAS	Renal tubular acidosis, proximal, with ocular abnormalities		OMIM	604278	renal tubular acidosis
SLC4A1	6521	TAS	Renal tubular acidosis, distal, AR		OMIM	611590	renal tubular acidosis
PQBP1	10084	TAS	Renpenning syndrome		OMIM	309500	Renpenning syndrome
AK2	204	TAS	Reticular dysgenesis		OMIM	267500	reticular dysgenesis
C1QTNF5	114902	TAS	Retinal degeneration, late-onset, autosomal dominant		OMIM	605670	retinal degeneration
CFH	3075	TAS	Basal laminar drusen		OMIM	126700	retinal drusen
PDE6B	5158	TAS	Retinitis pigmentosa-40		OMIM	613801	retinitis pigmentosa
TTC8	123016	TAS	Retinitis pigmentosa 51		OMIM	613464	retinitis pigmentosa
Rp9	6100	TAS	Retinitis pigmentosa 9		OMIM	180104	retinitis pigmentosa
PRPF31	26121	TAS	Retinitis pigmentosa 11		OMIM	600138	retinitis pigmentosa
USH2A	7399	TAS	Retinitis pigmentosa 39		OMIM	613809	retinitis pigmentosa
ZNF513	130557	TAS	Retinitis pigmentosa 58		OMIM	613617	retinitis pigmentosa
GUCA1B	2979	TAS	Retinitis pigmentosa 48		OMIM	613827	retinitis pigmentosa
PRPH2	5961	TAS	Retinitis pigmentosa 7; Retinitis pigmentosa, digenic		OMIM	608133	retinitis pigmentosa
MAK	4117	TAS	REtinitis pigmentosa 62		OMIM	614181	retinitis pigmentosa
Rp1	6101	TAS	Retinitis pigmentosa 1		OMIM	180100	retinitis pigmentosa
PRPF6	24148	TAS	Retinitis pigmentosa 60		OMIM	613983	retinitis pigmentosa
C2orf71	388939	TAS	Retinitis pigmentosa 54		OMIM	613428	retinitis pigmentosa
PDE6A	5145	TAS	Retinitis pigmentosa 43		OMIM	613810	retinitis pigmentosa
RGR	5995	TAS	Retinitis pigmentosa 44		OMIM	613769	retinitis pigmentosa
NR2E3	10002	TAS	Retinitis pigmentosa 37		OMIM	611131	retinitis pigmentosa
CNGB1	1258	TAS	Retinitis pigmentosa 45		OMIM	613767	retinitis pigmentosa
PRPF3	9129	TAS	Retinitis pigmentosa 18		OMIM	601414	retinitis pigmentosa
PRCD	768206	TAS	Retinitis pigmentosa 36		OMIM	610599	retinitis pigmentosa
IDH3B	3420	TAS	Retinitis pigmentosa 46		OMIM	612572	retinitis pigmentosa
EYS	346007	TAS	Retinitis pigmentosa 25		OMIM	602772	retinitis pigmentosa
PRPF8	10594	TAS	Retinitis pigmentosa 13		OMIM	600059	retinitis pigmentosa
ABCA4	24	TAS	Retinitis pigmentosa 19		OMIM	601718	retinitis pigmentosa
IMPG2	50939	TAS	Maculopathy, IMPG2-related; Retinitis pigmentosa 56		OMIM	613581	retinitis pigmentosa
DHDDS	79947	TAS	Retinitis pigmentosa 59		OMIM	613861	retinitis pigmentosa
SEMA4A	64218	TAS	Retinitis pigmentosa 35		OMIM	610282	retinitis pigmentosa
SAG	6295	TAS	Retinitis pigmentosa 47		OMIM	613758	retinitis pigmentosa
TOPORS	10210	TAS	Retinitis pigmentosa 31		OMIM	609923	retinitis pigmentosa
FAM161A	84140	TAS	Retinitis pigmentosa 28		OMIM	606068	retinitis pigmentosa
SNRNP200	23020	TAS	Retinitis pigmentosa 33		OMIM	610359	retinitis pigmentosa
CRB1	23418	TAS	Retinitis pigmentosa-12, autosomal recessive		OMIM	600105	retinitis pigmentosa
RPGR	6103	TAS	Retinitis pigmentosa, X-linked, and sinorespiratory infections, with or without deafness		OMIM	300455	retinitis pigmentosa
MERTK	10461	TAS	Retinitis pigmentosa 38		OMIM	613862	retinitis pigmentosa
PDE6G	5148	TAS	Retinitis pigmentosa 57		OMIM	613582	retinitis pigmentosa
IMPDH1	3614	TAS	Retinitis pigmentosa 10		OMIM	180105	retinitis pigmentosa
NRL	4901	TAS	Retinitis pigmentosa 27		OMIM	613750	retinitis pigmentosa
CLRN1	7401	TAS	Retinitis pigmentosa 61		OMIM	614180	retinitis pigmentosa
TULP1	7287	TAS	Retinitis pigmentosa 14		OMIM	600132	retinitis pigmentosa
RPGR	6103	TAS	Retinitis pigmentosa 3		OMIM	300029	retinitis pigmentosa
ARL6	84100	TAS	Retinitis pigmentosa 55		OMIM	613575	retinitis pigmentosa
Rp2	6102	TAS	Retinitis pigmentosa 2		OMIM	312600	retinitis pigmentosa
PROM1	8842	TAS	Retinitis pigmentosa 41		OMIM	612095	retinitis pigmentosa
BEST1	7439	TAS	Retinitis pigmentosa, concentric; Retinitis pigmentosa-50		OMIM	613194	retinitis pigmentosa
RHO	6010	TAS	Retinitis pigmentosa 4, autosomal dominant or recessive		OMIM	613731	retinitis pigmentosa
CA4	762	TAS	Retinitis pigmentosa 17		OMIM	600852	retinitis pigmentosa
FSCN2	25794	TAS	Retinitis pigmentosa 30		OMIM	607921	retinitis pigmentosa
CNGA1	1259	TAS	Retinitis pigmentosa 49		OMIM	613756	retinitis pigmentosa
RPE65	6121	TAS	Retinitis pigmentosa 20		OMIM	613794	retinitis pigmentosa
KLHL7	55975	TAS	Retinitis pigmentosa 42		OMIM	612943	retinitis pigmentosa
CERKL	375298	TAS	Retinitis pigmentosa 26		OMIM	608380	retinitis pigmentosa
RDH12	145226	TAS	Leber congenital amaurosis 13		OMIM	612712	retinitis pigmentosa;Leber congenital amaurosis
RS1	6247	TAS	Retinoschisis		OMIM	312700	retinoschisis
FOXG1	2290	TAS	Rett syndrome, congenital variant		OMIM	613454	Rett syndrome
MECP2	4204	TAS	Rett syndrome; Rett syndrome, preserved speech variant		OMIM	312750	Rett syndrome
RHAG	6005	TAS	Anemia, hemolytic, Rh-null, regulator type		OMIM	268150	Rh deficiency syndrome
SLC22A18	5002	TAS	Rhabdomyosarcoma, somatic		OMIM	268210	rhabdomyosarcoma
IL6	3569	TAS	{Rheumatoid arthritis, systemic juvenile}		OMIM	604302	rheumatoid arthritis
MIF	4282	TAS	{Rheumatoid arthritis, systemic juvenile, susceptibility to}		OMIM	604302	rheumatoid arthritis
SLC22A4	6583	TAS	{Rheumatoid arthritis, susceptibility to}		OMIM	180300	rheumatoid arthritis
PTPN22	26191	TAS	{Rheumatoid arthritis, susceptibility to}		OMIM	180300	rheumatoid arthritis
IL10	3586	TAS	{Rheumatoid arthritis, progression of}		OMIM	180300	rheumatoid arthritis
NFKBIL1	4795	TAS	{Rheumatoid arthritis, susceptibility to}		OMIM	180300	rheumatoid arthritis
HLA-DRB1	3123	TAS	{Rheumatoid arthritis, susceptibility to}		OMIM	180300	rheumatoid arthritis
CD244	51744	TAS	{Rheumatoid arthritis, susceptibility to}		OMIM	180300	rheumatoid arthritis
PADI4	23569	TAS	{Rheumatoid arthritis, susceptibility to}		OMIM	180300	rheumatoid arthritis
CIITA	4261	TAS	{Rheumatoid arthritis, susceptibility to}		OMIM	180300	rheumatoid arthritis
PEX7	5191	TAS	Rhizomelic chondrodysplasia punctata, type 1		OMIM	215100	rhizomelic chondrodysplasia punctata
AGPS	8540	TAS	Rhizomelic chondrodysplasia punctata, type 3		OMIM	600121	rhizomelic chondrodysplasia punctata
GNPAT	8443	TAS	Chondrodysplasia punctata, rhizomelic, type 2		OMIM	222765	rhizomelic chondrodysplasia punctata
CYP2R1	120227	TAS	Rickets due to defect in vitamin D 25-hydroxylation		OMIM	600081	rickets
IKBKAP	8518	TAS	Dysautonomia, familial		OMIM	223900	Riley-Day syndrome
ESCO2	157570	TAS	Roberts syndrome		OMIM	268300	Roberts syndrome
RECQL4	9401	TAS	Rothmund-Thomson syndrome		OMIM	268400	Rothmund-Thomson syndrome
EP300	2033	TAS	Rubinstein-Taybi syndrome 2		OMIM	613684	Rubinstein-Taybi syndrome
CREBBP	1387	TAS	Rubinstein-Taybi syndrome		OMIM	180849	Rubinstein-Taybi syndrome
FGFR2	2263	TAS	Saethre-Chotzen syndrome		OMIM	101400	Saethre-Chotzen syndrome
TWIST1	7291	TAS	Saethre-Chotzen syndrome with eyelid anomalies; Saethre-Chotzen syndrome		OMIM	101400	Saethre-Chotzen syndrome
HEXB	3074	TAS	Sandhoff disease, infantile, juvenile, and adult forms		OMIM	268800	Sandhoff disease
NOD2	64127	TAS	Sarcoidosis, early-onset		OMIM	609464	sarcoidosis
BTNL2	56244	TAS	{Sarcoidosis, susceptibility to, 2}		OMIM	612387	sarcoidosis
HLA-DRB1	3123	TAS	{Sarcoidosis, susceptibility to, 1}		OMIM	181000	sarcoidosis
ESCO2	157570	TAS	SC phocomelia syndrome		OMIM	269000	SC phocomelia syndrome
EMX2	2018	TAS	Schizencephaly		OMIM	269160	Schizencephaly
SIX3	6496	TAS	Schizensephaly		OMIM	269160	Schizencephaly
SHH	6469	TAS	Schizencephaly		OMIM	269160	Schizencephaly
SCZD8	8806	TAS	{Schizophrenia}		OMIM	181500	schizophrenia
SCZD2	6378	TAS	{?Schizophrenia}		OMIM	181500	schizophrenia
SCZD6	8400	TAS	{Schizophrenia}		OMIM	181500	schizophrenia
DTNBP1	84062	TAS	{Schizophrenia}		OMIM	181500	schizophrenia
DAO	1610	TAS	{Schizophrenia}		OMIM	181500	schizophrenia
APOL4	80832	TAS	{Schizophrenia}		OMIM	181500	schizophrenia
LGR4	55366	TAS	{Schizophrenia, susceptibility to}		OMIM	181500	schizophrenia
RTN4R	65078	TAS	{Schizophrenia, susceptibility to}		OMIM	181500	schizophrenia
DISC2	27184	TAS	Schizophrenia		OMIM	181500	schizophrenia
AKT1	207	TAS	{Schizophrenia, susceptibility to}		OMIM	181500	schizophrenia
SCZD7	8401	TAS	{Schizophrenia}		OMIM	181500	schizophrenia
MTHFR	4524	TAS	{Schizophrenia, susceptibility to}		OMIM	181500	schizophrenia
APOL2	23780	TAS	{Schizophrenia}		OMIM	181500	schizophrenia
SCZD1	6377	TAS	{Schizophrenia}		OMIM	181500	schizophrenia
HTR2A	3356	TAS	{Schizophrenia, susceptibility to}		OMIM	181500	schizophrenia
SYN2	6854	TAS	{Schizophrenia, susceptibility to}		OMIM	181500	schizophrenia
SCZD3	6365	TAS	{Schizophrenia}		OMIM	181500	schizophrenia
COMT	1312	TAS	{Schizophrenia, susceptibility to}		OMIM	181500	schizophrenia
CHI3L1	1116	TAS	{Schizophrenia, susceptibility to}		OMIM	181500	schizophrenia
DISC1	27185	TAS	{Schizoaffective disorder, susceptibility to}		OMIM	181500	schizophrenia
DRD3	1814	TAS	{Schizophrenia, susceptibility to}		OMIM	181500	schizophrenia
DAOA	267012	TAS	{Schizophrenia}		OMIM	181500	schizophrenia
DISC1	27185	TAS	{Schizophrenia, susceptibility to}		OMIM	604906	schizophrenia
PRODH	5625	TAS	{Schizophrenia, susceptibility to, 4}		OMIM	600850	schizophrenia
SHANK3	85358	TAS	{Schizophrenia 15}		OMIM	613950	schizophrenia
NRXN1	9378	TAS	{Schizophrenia, susceptibility to, 17}		OMIM	614332	schizophrenia
NRG1	3084	TAS	{?Schizophrenia, susceptibility to}		OMIM	603013	schizophrenia
COL10A1	1300	TAS	Metaphyseal chondrodysplasia, Schmid type		OMIM	156500	Schmid metaphyseal chondrodysplasia
SLC35D1	23169	TAS	Schneckenbecken dysplasia		OMIM	269250	schneckenbecken dysplasia 
CHD7	55636	TAS	{Scoliosis, idiopathic 3}		OMIM	608765	Scoliosis
APOE	348	TAS	Sea-blue histiocyte disease		OMIM	269600	sea-blue histiocyte syndrome
PIK3CA	5290	TAS	Keratosis, seborrheic, somatic		OMIM	182000	seborrheic keratosis
CENPJ	55835	TAS	Seckel syndrome 4		OMIM	613676	Seckel syndrome
CEP152	22995	TAS	Seckel syndrome 5		OMIM	613823	Seckel syndrome
NIN	51199	TAS	Seckel syndrome 7		OMIM	614851	Seckel syndrome
ATR	545	TAS	Seckel syndrome 1		OMIM	210600	Seckel syndrome
CEP63	80254	TAS	Seckel syndrome 6		OMIM	614728	Seckel syndrome
RBBP8	5932	TAS	Seckel syndrome 2		OMIM	606744	Seckel syndrome
PRRT2	112476	TAS	Seizures, benign familial infantile, 2		OMIM	605751	Seizures
NPHP4	261734	TAS	Senior-Loken syndrome 4		OMIM	606996	Senior-Loken syndrome
NPHP1	4867	TAS	Senior-Loken syndrome-1		OMIM	266900	Senior-Loken syndrome
IQCB1	9657	TAS	Senior-Loken syndrome 5		OMIM	609254	Senior-Loken syndrome
SDCCAG8	10806	TAS	Senior-Loken syndrome 7		OMIM	613615	Senior-Loken syndrome
CEP290	80184	TAS	Senior-Loken syndrome 6		OMIM	610189	Senior-Loken syndrome
WDR19	57728	TAS	Cranioectodermal dysplasia 4		OMIM	614378	Sensenbrenner syndrome
WDR35	57539	TAS	Cranioectodermal dysplasia 2		OMIM	613610	Sensenbrenner syndrome
IFT43	112752	TAS	Cranioectodermal dysplasia 3		OMIM	614099	Sensenbrenner syndrome
IFT122	55764	TAS	Cranioectodermal dysplasia 1		OMIM	218330	Sensenbrenner syndrome
GATA3	2625	TAS	Hypoparathyroidism, sensorineural deafness, and renal dysplasia		OMIM	146255	Sensorineural hearing impairment;Renal dysplasia;Hypoparathyroidism
RNF170	81790	TAS	Ataxia, sensory, 1, autosomal dominant		OMIM	608984	Sensory ataxia
DCLRE1C	64421	TAS	Severe combined immunodeficiency, Athabascan type		OMIM	602450	severe combined immunodeficiency
LIG4	3981	TAS	Severe combined immunodeficiency with sensitivity to ionizing radiation		OMIM	602450	severe combined immunodeficiency
CD3E	916	TAS	Severe combined immunodeficiency, T cell-negative, B-cell/natural killer-cell positive		OMIM	608971	severe combined immunodeficiency
IL7R	3575	TAS	Severe combined immunodeficiency, T-cell negative, B-cell/natural killer cell-positive type		OMIM	608971	severe combined immunodeficiency
PTPRC	5788	TAS	Severe combined immunodeficiency, T cell-negative, B-cell/natural killer-cell positive		OMIM	608971	severe combined immunodeficiency
CD3D	915	TAS	Severe combined immunodeficiency, T cell-negative, B-cell/natural killer-cell positive		OMIM	608971	severe combined immunodeficiency
RAG1	5896	TAS	Severe combined immunodeficiency, B cell-negative		OMIM	601457	severe combined immunodeficiency
RAG2	5897	TAS	Severe combined immunodeficiency, B cell-negative		OMIM	601457	severe combined immunodeficiency
JAK3	3718	TAS	SCID, autosomal recessive, T-negative/B-positive type		OMIM	600802	severe combined immunodeficiency
NHEJ1	79840	TAS	Severe combined immunodeficiency with microcephaly, growth retardation, and sensitivity to ionizing radiation		OMIM	611291	Severe combined immunodeficiency
ADA	100	TAS	Adenosine deaminase deficiency, partial; Severe combined immunodeficiency due to ADA deficiency		OMIM	102700	severe combined immunodeficiency;adenosine deaminase deficiency
WAS	7454	TAS	Neutropenia, severe congenital, X-linked		OMIM	300299	severe congenital neutropenia
HAX1	10456	TAS	Neutropenia, severe congenital 3, autosomal recessive		OMIM	610738	severe congenital neutropenia
G6PC3	92579	TAS	Dursun syndrome; Neutropenia, severe congenital 4, autosomal recessive		OMIM	612541	severe congenital neutropenia
GFI1	2672	TAS	Neutropenia, severe congenital 2, autosomal dominant		OMIM	613107	severe congenital neutropenia
ELANE	1991	TAS	Neutropenia, severe congenital 1, autosomal dominant		OMIM	202700	severe congenital neutropenia
SHOX	6473	TAS	Short stature, idiopathic familial		OMIM	300582	Short stature
SHOX	6473	TAS	Short stature, idiopathic familial		OMIM	300582	Short stature
GHSR	2693	TAS	Short stature		OMIM	604271	Short stature
GHR	2690	TAS	Short stature		OMIM	604271	Short stature
B3GAT3	26229	TAS	Multiple joint dislocations, short stature, craniofacial dysmorphism, and congenital heart defects		OMIM	245600	Short stature;Malformation of the heart and great vessels;Joint dislocation;Abnormal facial shape
GNE	10020	TAS	Sialuria		OMIM	269921	sialuria
SLC17A5	26503	TAS	Salla disease		OMIM	604369	sialuria
MYH6	4624	TAS	{Sick sinus syndrome 3}		OMIM	614090	sick sinus syndrome
HCN4	10021	TAS	Sick sinus syndrome 2		OMIM	163800	sick sinus syndrome
SCN5A	6331	TAS	Sick sinus syndrome 1		OMIM	608567	sick sinus syndrome
HBB	3043	TAS	Sickle cell anemia		OMIM	603903	sickle cell anemia
H19	283120	TAS	Silver-Russell syndrome		OMIM	180860	Silver-Russell syndrome
SHH	6469	TAS	Single median maxillary central incisor		OMIM	147250	Single median maxillary incisor
RET	5979	TAS	Multiple endocrine neoplasia IIA		OMIM	171400	Sipple syndrome
NODAL	4838	TAS	Heterotaxy, visceral, 5		OMIM	270100	situs inversus
ALDH3A2	224	TAS	Sjogren-Larsson syndrome		OMIM	270200	Sjogren-Larsson syndrome
LBR	3930	TAS	HEM skeletal dysplasia		OMIM	215140	Skeletal dysplasia
DHCR7	1717	TAS	Smith-Lemli-Opitz syndrome		OMIM	270400	Smith-Lemli-Opitz syndrome
LRP5	4041	TAS	van Buchem disease, type 2		OMIM	607636	SOST-related sclerosing bone dysplasia
LRP4	4038	TAS	Sclerosteosis 2		OMIM	614305	SOST-related sclerosing bone dysplasia
SOST	50964	TAS	Van Buchem disease		OMIM	239100	SOST-related sclerosing bone dysplasia
SOST	50964	TAS	Sclerosteosis		OMIM	269500	SOST-related sclerosing bone dysplasia
NFIX	4784	TAS	Sotos syndrome 2		OMIM	614753	Sotos syndrome
NSD1	64324	TAS	Sotos syndrome 1		OMIM	117550	Sotos syndrome
SACS	26278	TAS	Spastic ataxia, Charlevoix-Saguenay type		OMIM	270550	Spastic ataxia
GAD1	2571	TAS	Cerebral palsy, spastic quadriplegic, 1		OMIM	603513	spastic quadriplegia
KANK1	23189	TAS	Cerebral palsy, spastic quadriplegic, 2		OMIM	612900	spastic quadriplegia
SLC4A1	6521	TAS	Spherocytosis, type 4		OMIM	612653	Spherocytosis
EPB42	2038	TAS	Spherocytosis, hereditary, type 5		OMIM	612690	Spherocytosis
SPTA1	6708	TAS	Spherocytosis, type 3		OMIM	270970	Spherocytosis
ANK1	286	TAS	Spherocytosis, type 1		OMIM	182900	Spherocytosis
T	6862	TAS	{Neural tube defects, susceptibility to}		OMIM	182940	spina bifida
VANGL1	81839	TAS	Neural tube defects		OMIM	182940	spina bifida
CCL2	6347	TAS	{Spina bifida, susceptibility to}		OMIM	182940	spina bifida
FUZ	80199	TAS	Neural tube defects		OMIM	182940	spina bifida
MTRR	4552	TAS	{Neural tube defects, folate-sensitive, susceptibility to}		OMIM	601634	spina bifida
MTHFD1	4522	TAS	{Spina bifida, folate-sensitive, susceptibility to}		OMIM	601634	spina bifida
MTR	4548	TAS	{Neural tube defects, folate-sensitive, susceptibility to}		OMIM	601634	spina bifida
MTHFR	4524	TAS	{Neural tube defects, susceptibility to}		OMIM	601634	spina bifida
DYNC1H1	1778	TAS	Spinal muscular atrophy, lower extremity, autosomal dominant		OMIM	158600	spinal muscular atrophy
UBA1	7317	TAS	Spinal muscular atrophy, X-linked 2, infantile		OMIM	301830	spinal muscular atrophy
TRPV4	59341	TAS	Spinal muscular atrophy, distal, congenital nonprogressive		OMIM	600175	spinal muscular atrophy
DNAJB2	3300	TAS	Spinal muscular atrophy, distal, autosomal recessive, 5		OMIM	614881	spinal muscular atrophy
VAPB	9217	TAS	Spinal muscular atrophy, late-onset, Finkel type		OMIM	182980	spinal muscular atrophy
ATP7A	538	TAS	Spinal muscular atrophy, distal, X-linked 3		OMIM	300489	spinal muscular atrophy
PLEKHG5	57449	TAS	Spinal muscular atrophy, distal, autosomal recessive, 4		OMIM	611067	spinal muscular atrophy
TRPV4	59341	TAS	Scapuloperoneal spinal muscular atrophy		OMIM	181405	spinal muscular atrophy
TGM6	343641	TAS	Spinocerebellar ataxia 35		OMIM	613908	spinocerebellar ataxia
ATXN10	25814	TAS	Spinocerebellar ataxia 10		OMIM	603516	spinocerebellar ataxia
TTBK2	146057	TAS	Spinocerebellar ataxia 11		OMIM	604432	spinocerebellar ataxia
ZNF592	9640	TAS	Spinocerebellar ataxia, autosomal recessive 5		OMIM	606937	spinocerebellar ataxia
ITPR1	3708	TAS	Spinocerebellar ataxia 15		OMIM	606658	spinocerebellar ataxia
SPTBN2	6712	TAS	Spinocerebellar ataxia 5		OMIM	600224	spinocerebellar ataxia
NOP56	10528	TAS	Spinocerebellar ataxia 36		OMIM	614153	spinocerebellar ataxia
TDP1	55775	TAS	Spinocerebellar ataxia, autosomal recessive with axonal neuropathy		OMIM	607250	spinocerebellar ataxia
ANO10	55129	TAS	Spinocerebellar ataxia, autosomal recessive 10		OMIM	613728	spinocerebellar ataxia
SYNE1	23345	TAS	Spinocerebellar ataxia, autosomal recessive 8		OMIM	610743	spinocerebellar ataxia
FGF14	2259	TAS	Spinocerebellar ataxia 27		OMIM	609307	spinocerebellar ataxia
GRM1	2911	TAS	Spinocerebellar ataxia, autosomal recessive 13		OMIM	614831	spinocerebellar ataxia
ITPR1	3708	TAS	Spinocerebellar ataxia 29, congenital nonprogressive		OMIM	117360	spinocerebellar ataxia
ATXN8OS	6315	TAS	Spinocerebellar ataxia 8		OMIM	608768	spinocerebellar ataxia
ATXN8	724066	TAS	Spinocerebellar ataxia 8		OMIM	608768	spinocerebellar ataxia
PDYN	5173	TAS	Spinocerebellar ataxia 23		OMIM	610245	spinocerebellar ataxia
ATP2B3	492	TAS	Spinocerebellar ataxia, X-linked 1		OMIM	302500	spinocerebellar ataxia
BEAN1	146227	TAS	Spinocerebellar ataxia 31		OMIM	117210	spinocerebellar ataxia
SETX	23064	TAS	Ataxia-ocular apraxia-2		OMIM	606002	spinocerebellar ataxia
KCNC3	3748	TAS	Spinocerebellar ataxia 13		OMIM	605259	spinocerebellar ataxia
AFG3L2	10939	TAS	Spinocerebellar ataxia 28		OMIM	610246	spinocerebellar ataxia
CACNA1A	773	TAS	Spinocerebellar ataxia 6		OMIM	183086	spinocerebellar ataxia
PRKCG	5582	TAS	Spinocerebellar ataxia 14		OMIM	605361	spinocerebellar ataxia
SYT14	255928	TAS	Spinocerebellar ataxia, autosomal recessive 11		OMIM	614229	spinocerebellar ataxia
ADCK3	56997	TAS	Coenzyme Q10 deficiency, primary, 4		OMIM	612016	spinocerebellar ataxia
TBP	6908	TAS	Spinocerebellar ataxia 17		OMIM	607136	spinocerebellar ataxia
PPP2R2B	5521	TAS	Spinocerebellar ataxia 12		OMIM	604326	spinocerebellar ataxia
ATXN1	6310	TAS	Spinocerebellar ataxia 1		OMIM	164400	spinocerebellar ataxia;olivopontocerebellar atrophy
HLA-B	3106	TAS	{Spondyloarthropathy, susceptibility to, 1}		OMIM	106300	spondyloarthropathy
DLL3	10683	TAS	Spondylocostal dysostosis, autosomal recessive, 1		OMIM	277300	spondylocostal dysostosis
HES7	84667	TAS	Spondylocostal dysostosis 4, autosomal recessive		OMIM	613686	spondylocostal dysostosis
MESP2	145873	TAS	Spondylocostal dysostosis, autosomal recessive 2		OMIM	608681	spondylocostal dysostosis
LFNG	3955	TAS	Spondylocostal dysostosis, autosomal recessive 3		OMIM	609813	spondylocostal dysostosis
KIF22	3835	TAS	Spondyloepimetaphyseal dysplasia with joint laxity, type 2		OMIM	603546	spondyloepimetaphyseal dysplasia
ACAN	176	TAS	Spondyloepimetaphyseal dysplasia, aggrecan type		OMIM	612813	spondyloepimetaphyseal dysplasia
MATN3	4148	TAS	Spondyloepimetaphyseal dysplasia		OMIM	608728	spondyloepimetaphyseal dysplasia
MMP13	4322	TAS	Metaphyseal anadysplasia 1; Spondyloepimetaphyseal dysplasia, Missouri type		OMIM	602111	spondyloepimetaphyseal dysplasia, Missouri type
COL2A1	1280	TAS	SMED Strudwick type		OMIM	184250	spondyloepimetaphyseal dysplasia, Strudwick type
ACAN	176	TAS	Spondyloepiphyseal dysplasia, Kimberley type		OMIM	608361	Spondyloepiphyseal dysplasia
TRAPPC2	6399	TAS	Spondyloepiphyseal dysplasia tarda		OMIM	313400	Spondyloepiphyseal dysplasia
CHST3	9469	TAS	Spondyloepiphyseal dysplasia with congenital joint dislocations		OMIM	143095	Spondyloepiphyseal dysplasia
COL2A1	1280	TAS	SED congenita		OMIM	183900	spondyloepiphyseal dysplasia congenita
TRPV4	59341	TAS	Spondylometaphyseal dysplasia, Kozlowski type		OMIM	184252	Spondylometaphyseal dysplasia
PTEN	5728	TAS	Squamous cell carcinoma, head and neck, somatic		OMIM	275355	squamous cell carcinoma
ING1	3621	TAS	Squamous cell carcinoma, head and neck, somatic		OMIM	275355	squamous cell carcinoma
TNFRSF10B	8795	TAS	Squamous cell carcinoma, head and neck		OMIM	275355	squamous cell carcinoma
NOG	9241	TAS	Stapes ankylosis with broad thumb and toes		OMIM	184460	Stapes ankylosis
HLA-B	3106	TAS	{Stevens-Johnson syndrome, susceptibility to}; {Toxic epidermal necrolysis, susceptibility to}		OMIM	608579	Stevens-Johnson syndrome
HLA-A	3105	TAS	{Hypersensitivity syndrome, carbamazepine-induced, susceptibility to}		OMIM	608579	Stevens-Johnson syndrome
COL11A2	1302	TAS	Stickler syndrome, type III		OMIM	184840	Stickler syndrome
COL2A1	1280	TAS	Stickler syndrome, type I		OMIM	108300	Stickler syndrome
COL9A1	1297	TAS	Stickler syndrome, type IV		OMIM	614134	Stickler syndrome
COL9A2	1298	TAS	Stickler syndrome, type V		OMIM	614284	Stickler syndrome
COL11A1	1301	TAS	Stickler syndrome, type II		OMIM	604841	Stickler syndrome
IRF1	3659	TAS	Gastric cancer, somatic		OMIM	613659	stomach cancer
CASP10	843	TAS	Gastric cancer, somatic		OMIM	613659	stomach cancer
APC	324	TAS	Gastric cancer, somatic		OMIM	613659	stomach cancer
MUTYH	4595	TAS	Gastric cancer, somatic		OMIM	613659	stomach cancer
FGFR2	2263	TAS	Gastric cancer, somatic		OMIM	613659	stomach cancer
KLF6	1316	TAS	Gastric cancer, somatic		OMIM	613659	stomach cancer
PIK3CA	5290	TAS	Gastric cancer, somatic		OMIM	613659	stomach cancer
ERBB2	2064	TAS	Gastric cancer, somatic		OMIM	613659	stomach cancer
IL1B	3553	TAS	{Gastric cancer risk after H. pylori infection}		OMIM	137215	stomach cancer
KRAS	3845	TAS	Gastric cancer, somatic		OMIM	137215	stomach cancer
IL1RN	3557	TAS	{Gastric cancer risk after H. pylori infection}		OMIM	137215	stomach cancer
CDH1	999	TAS	Gastric cancer, familial diffuse, with or without cleft lip and/or palate		OMIM	137215	stomach cancer
STOM	2040	TAS	?Stomatocytosis I		OMIM	185000	Stomatocytosis
PDE8B	8622	TAS	Striatal degeneration, autosomal dominant		OMIM	609161	striatonigral degeneration
NUP62	23636	TAS	Striatonigral degeneration, infantile		OMIM	271930	striatonigral degeneration
ALDH5A1	7915	TAS	Succinic semialdehyde dehydrogenase deficiency		OMIM	271980	succinic semialdehyde dehydrogenase deficiency
