# Plain text terms we recognize when loading GEO data, and we map them immediately to an Ontology term
# the fields are 1. string to be matched; 2. The value 3. ValueUri 4. Category 5. CategoryUri
# Case of the string value is ignored; the category is checked against the type of variable imported, so if it doesn't match what we have here,
# it won't be mapped.
# String value	value	valueUri	category	categoryUri
Human neocortex	neocortex	http://purl.obolibrary.org/obo/UBERON_0001950	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Human osteoblast cell lines	osteoblast	http://purl.obolibrary.org/obo/CL_0000062	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Human PBMC	peripheral blood mononuclear cell	http://purl.obolibrary.org/obo/CL_2000001	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Human PBMC collected from whole blood.	peripheral blood mononuclear cell	http://purl.obolibrary.org/obo/CL_2000001	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Human peripheral blood	blood	http://purl.obolibrary.org/obo/UBERON_0000178	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Human peripheral blood mononuclear cells	peripheral blood mononuclear cell	http://purl.obolibrary.org/obo/CL_2000001	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
human placenta	placenta	http://purl.obolibrary.org/obo/UBERON_0001987	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Human polymorphonuclear (PMN) leukocytes	neutrophil	http://purl.obolibrary.org/obo/CL_0000775	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Human post mortem tissue	post mortem specimen	http://purl.obolibrary.org/obo/OBI_0000902	collection of material	http://www.ebi.ac.uk/efo/EFO_0005066
human primary myotube cells	myotube	http://purl.obolibrary.org/obo/CL_0002372	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Human skeletal muscle	skeletal muscle tissue	http://purl.obolibrary.org/obo/UBERON_0001134	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Human Skeletal Muscle Myoblasts (HSMM)	skeletal muscle myoblast	http://purl.obolibrary.org/obo/CL_0000515	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Human soft tissue sarcoma	soft tissue sarcoma	http://purl.obolibrary.org/obo/MONDO_0018078	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Human white blood cells	leukocyte	http://purl.obolibrary.org/obo/CL_0000738	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Human whole blood	blood	http://purl.obolibrary.org/obo/UBERON_0000178	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
HumanAorticEndothelialCells	aortic endothelial cell	http://purl.obolibrary.org/obo/CL_0002544	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Huntington's disease	Huntington disease	http://purl.obolibrary.org/obo/MONDO_0007739	disease	http://www.ebi.ac.uk/efo/EFO_0000408
HUVEC	HUV-EC-C cell	http://purl.obolibrary.org/obo/CLO_0004307	cell line	http://purl.obolibrary.org/obo/CLO_0000031
hyperplasia	hyperplasia	http://purl.obolibrary.org/obo/MONDO_0005043	disease	http://www.ebi.ac.uk/efo/EFO_0000408
hypertension	hypertensive disorder	http://purl.obolibrary.org/obo/MONDO_0005044	disease	http://www.ebi.ac.uk/efo/EFO_0000408
hypothalamic arcuate nucleus	arcuate nucleus of hypothalamus	http://purl.obolibrary.org/obo/UBERON_0001932	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
hypothalamus	hypothalamus	http://purl.obolibrary.org/obo/UBERON_0001898	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Hypoxia	hypoxia	http://www.ebi.ac.uk/efo/EFO_0009444	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
ICR	ICR/HaJ	http://www.ebi.ac.uk/efo/EFO_0009917	strain	http://www.ebi.ac.uk/efo/EFO_0005135
Ileum	ileum	http://purl.obolibrary.org/obo/UBERON_0002116	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Immortalized human bronchial epithelial cells	bronchial epithelial cell	http://purl.obolibrary.org/obo/CL_0002328	cell line	http://purl.obolibrary.org/obo/CLO_0000031
immune cells	leukocyte	http://purl.obolibrary.org/obo/CL_0000738	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
IMR90	IMR-90 cell	http://purl.obolibrary.org/obo/CLO_0006951	cell line	http://purl.obolibrary.org/obo/CLO_0000031
In vitro	in vitro design	http://purl.obolibrary.org/obo/OBI_0001285	collection of material	http://www.ebi.ac.uk/efo/EFO_0005066
in vivo	in vivo design	http://purl.obolibrary.org/obo/OBI_0001199	collection of material	http://www.ebi.ac.uk/efo/EFO_0005066
Induced astrocytes	astrocyte	http://purl.obolibrary.org/obo/CL_0000127	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
induced pluripotent stem cell	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	cell line	http://purl.obolibrary.org/obo/CLO_0000031
Induced Pluripotent Stem Cells	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	cell line	http://purl.obolibrary.org/obo/CLO_0000031
induced pluripotent stem cells	induced pluripotent stem cell	http://www.ebi.ac.uk/efo/EFO_0004905	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
induced pluripotent stem cells (iPSCs)	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	cell line	http://purl.obolibrary.org/obo/CLO_0000031
infection code: mock	control	http://www.ebi.ac.uk/efo/EFO_0001461	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
Inferior Frontal Gyrus	inferior frontal gyrus	http://purl.obolibrary.org/obo/UBERON_0002998	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Inferior Temporal Gyrus	inferior temporal gyrus	http://purl.obolibrary.org/obo/UBERON_0002751	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Inferior termporal cortex	inferior temporal gyrus	http://purl.obolibrary.org/obo/UBERON_0002751	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Infiltrating Ductal Carcinoma	invasive ductal breast carcinoma	http://purl.obolibrary.org/obo/MONDO_0004953	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Infiltrating Ductal Carcinoma (IDC)	invasive ductal breast carcinoma	http://purl.obolibrary.org/obo/MONDO_0004953	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Inguinal adipose tissue	inguinal fat pad	http://purl.obolibrary.org/obo/UBERON_0010410	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Insulin	insulin	http://purl.obolibrary.org/obo/CHEBI_145810	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
Intermittent hypoxia	hypoxia	http://www.ebi.ac.uk/efo/EFO_0009444	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
Interneurons	interneuron	http://purl.obolibrary.org/obo/CL_0000099	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
intestinal	intestine	http://purl.obolibrary.org/obo/UBERON_0000160	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
intestine	intestine	http://purl.obolibrary.org/obo/UBERON_0000160	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
intrahepatic cholangiocarcinoma	intrahepatic cholangiocarcinoma	http://purl.obolibrary.org/obo/MONDO_0003210	disease	http://www.ebi.ac.uk/efo/EFO_0000408
invasive breast carcinomas	invasive ductal breast carcinoma	http://purl.obolibrary.org/obo/MONDO_0004953	disease	http://www.ebi.ac.uk/efo/EFO_0000408
invasive ductal carcinoma	invasive ductal breast carcinoma	http://purl.obolibrary.org/obo/MONDO_0004953	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Ionizing radiation	exposure to radiation	http://purl.obolibrary.org/obo/ECTO_0000001	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
ionizing radiation (IR)	exposure to radiation	http://purl.obolibrary.org/obo/ECTO_0000001	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
iPSC	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	cell line	http://purl.obolibrary.org/obo/CLO_0000031
iPSC-derived astrocytes	astrocyte	http://purl.obolibrary.org/obo/CL_0000127	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
iPSCs	induced pluripotent stem cell line cell	http://purl.obolibrary.org/obo/CLO_0037307	cell line	http://purl.obolibrary.org/obo/CLO_0000031
iPSCs	induced pluripotent stem cell	http://www.ebi.ac.uk/efo/EFO_0004905	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
ipsilateral	ipsilateral to	http://purl.obolibrary.org/obo/PATO_0002035	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
IPTG	isopropyl β-D-thiogalactopyranoside	http://purl.obolibrary.org/obo/CHEBI_61448	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
IRd (insulin resistant)	Insulin resistance	http://purl.obolibrary.org/obo/HP_0000855	phenotype	http://www.ebi.ac.uk/efo/EFO_0000651
irradiated	exposure to radiation	http://purl.obolibrary.org/obo/ECTO_0000001	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
Ischaemic heart disease	myocardial ischemia	http://purl.obolibrary.org/obo/MONDO_0024644	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Ischemic Stroke	Ischemic stroke	http://purl.obolibrary.org/obo/HP_0002140	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Ishikawa Cell Line	Ishikawa cell	http://purl.obolibrary.org/obo/CLO_0037163	cell line	http://purl.obolibrary.org/obo/CLO_0000031
Islets of Langerhans	islet of Langerhans	http://purl.obolibrary.org/obo/UBERON_0000006	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Isoniazid	isoniazide	http://purl.obolibrary.org/obo/CHEBI_6030	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
Isoproterenol	isoprenaline	http://purl.obolibrary.org/obo/CHEBI_64317	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
Ixabepilone	ixabepilone	http://purl.obolibrary.org/obo/CHEBI_63605	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
jejunum	jejunum	http://purl.obolibrary.org/obo/UBERON_0002115	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Jurkat	JURKAT cell	http://purl.obolibrary.org/obo/CLO_0007043	cell line	http://purl.obolibrary.org/obo/CLO_0000031
kainate	kainate(1−)	http://purl.obolibrary.org/obo/CHEBI_156548	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
KCl	potassium chloride	http://purl.obolibrary.org/obo/CHEBI_32588	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
kidney	kidney	http://purl.obolibrary.org/obo/UBERON_0002113	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
kidney cortex	cortex of kidney	http://purl.obolibrary.org/obo/UBERON_0001225	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
kidney medulla	renal medulla	http://purl.obolibrary.org/obo/UBERON_0000362	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
kidney tissue	kidney	http://purl.obolibrary.org/obo/UBERON_0002113	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
knockdown	gene knockdown	http://purl.obolibrary.org/obo/OBI_0002625	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
KRAS wild type	wild type genotype	http://www.ebi.ac.uk/efo/EFO_0005168	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
Late-stage high-grade ovarian cancer	ovarian cancer	http://purl.obolibrary.org/obo/MONDO_0008170	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Lateral Habenula	habenula	http://purl.obolibrary.org/obo/UBERON_0001904	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
left lateral liver lobe	left lobe of liver	http://purl.obolibrary.org/obo/UBERON_0001115	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
left liver lobe	left lobe of liver	http://purl.obolibrary.org/obo/UBERON_0001115	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Left ventricle	heart left ventricle	http://purl.obolibrary.org/obo/UBERON_0002084	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Left ventricle of heart	heart left ventricle	http://purl.obolibrary.org/obo/UBERON_0002084	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Leiomyosarcoma	leiomyosarcoma	http://purl.obolibrary.org/obo/MONDO_0005058	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Lesion	lesioned	http://purl.obolibrary.org/obo/PATO_0040025	phenotype	http://www.ebi.ac.uk/efo/EFO_0000651
lesional	lesioned	http://purl.obolibrary.org/obo/PATO_0040025	disease	http://www.ebi.ac.uk/efo/EFO_0000408
lesional skin	lesioned	http://purl.obolibrary.org/obo/PATO_0040025	phenotype	http://www.ebi.ac.uk/efo/EFO_0000651
leukemia	leukemia	http://purl.obolibrary.org/obo/MONDO_0005059	disease	http://www.ebi.ac.uk/efo/EFO_0000408
leukemia cell line	leukemia	http://purl.obolibrary.org/obo/MONDO_0005059	disease	http://www.ebi.ac.uk/efo/EFO_0000408
leukemia cells	leukemia	http://purl.obolibrary.org/obo/MONDO_0005059	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Leukemia samples	leukemia	http://purl.obolibrary.org/obo/MONDO_0005059	disease	http://www.ebi.ac.uk/efo/EFO_0000408
leukemic cells	leukemia	http://purl.obolibrary.org/obo/MONDO_0005059	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Leukemic peripheral blood	leukemia	http://purl.obolibrary.org/obo/MONDO_0005059	disease	http://www.ebi.ac.uk/efo/EFO_0000408
leukocyte	leukocyte	http://purl.obolibrary.org/obo/CL_0000738	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
leukocyte transcriptome	leukocyte	http://purl.obolibrary.org/obo/CL_0000738	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Leukocytes	leukocyte	http://purl.obolibrary.org/obo/CL_0000738	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Lewis	Lewis	http://www.ebi.ac.uk/efo/EFO_0001353	strain	http://www.ebi.ac.uk/efo/EFO_0005135
lipopolysaccharide	lipopolysaccharide	http://purl.obolibrary.org/obo/CHEBI_16412	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
lipopolysaccharide (LPS)	lipopolysaccharide	http://purl.obolibrary.org/obo/CHEBI_16412	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
Liposarcoma	liposarcoma	http://purl.obolibrary.org/obo/MONDO_0005060	disease	http://www.ebi.ac.uk/efo/EFO_0000408
liver	liver	http://purl.obolibrary.org/obo/UBERON_0002107	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
liver cirrhosis	cirrhosis of liver	http://purl.obolibrary.org/obo/MONDO_0005155	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Liver Hepatocellular Carcinoma	hepatocellular carcinoma	http://purl.obolibrary.org/obo/MONDO_0007256	disease	http://www.ebi.ac.uk/efo/EFO_0000408
liver metastasis	liver	http://purl.obolibrary.org/obo/UBERON_0002107	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
liver tissue	liver	http://purl.obolibrary.org/obo/UBERON_0002107	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Liver tumor	liver and intrahepatic bile duct neoplasm	http://purl.obolibrary.org/obo/MONDO_0024477	disease	http://www.ebi.ac.uk/efo/EFO_0000408
LNCaP	LNCaP cell	http://purl.obolibrary.org/obo/CLO_0037116	cell line	http://purl.obolibrary.org/obo/CLO_0000031
Location: posterior fossa	posterior cranial fossa	http://purl.obolibrary.org/obo/UBERON_0008788	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Long Evans	Long Evans	http://www.ebi.ac.uk/efo/EFO_0022385	strain	http://www.ebi.ac.uk/efo/EFO_0005135
Long-Evans	Long Evans	http://www.ebi.ac.uk/efo/EFO_0022385	strain	http://www.ebi.ac.uk/efo/EFO_0005135
LPS	lipopolysaccharide	http://purl.obolibrary.org/obo/CHEBI_16412	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
lumbar dorsal root ganglion	lumbar dorsal root ganglion	http://purl.obolibrary.org/obo/UBERON_0002836	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
lumbar spinal cord	lumbar spinal cord	http://purl.obolibrary.org/obo/UBERON_0002792	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
LuminalA	luminal A breast carcinoma	http://purl.obolibrary.org/obo/MONDO_0021116	disease	http://www.ebi.ac.uk/efo/EFO_0000408
lung	lung	http://purl.obolibrary.org/obo/UBERON_0002048	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Lung adenocarcinoma	lung adenocarcinoma	http://purl.obolibrary.org/obo/MONDO_0005061	disease	http://www.ebi.ac.uk/efo/EFO_0000408
lung adenocarcinoma cells	lung adenocarcinoma	http://purl.obolibrary.org/obo/MONDO_0005061	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Lung cancer	lung cancer	http://purl.obolibrary.org/obo/MONDO_0008903	disease	http://www.ebi.ac.uk/efo/EFO_0000408
lung cancer cell line	lung cancer cell line	http://www.ebi.ac.uk/efo/EFO_0002934	cell line	http://purl.obolibrary.org/obo/CLO_0000031
Lung cancer specimen	lung cancer	http://purl.obolibrary.org/obo/MONDO_0008903	disease	http://www.ebi.ac.uk/efo/EFO_0000408
lung homogenate	lung	http://purl.obolibrary.org/obo/UBERON_0002048	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
lung reference	lung	http://purl.obolibrary.org/obo/UBERON_0002048	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Lung sample from recipient organ	lung	http://purl.obolibrary.org/obo/UBERON_0002048	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
lung tissue	lung	http://purl.obolibrary.org/obo/UBERON_0002048	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Lung tumor	lung neoplasm	http://purl.obolibrary.org/obo/MONDO_0021117	disease	http://www.ebi.ac.uk/efo/EFO_0000408
lungs	pair of lungs	http://purl.obolibrary.org/obo/UBERON_0000170	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
lymph node	lymph node	http://purl.obolibrary.org/obo/UBERON_0000029	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
lymph nodes	lymph node	http://purl.obolibrary.org/obo/UBERON_0000029	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
lymphoblast	lymphoblast	http://purl.obolibrary.org/obo/CL_0017005	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
lymphoblast cell lines (LCLs)	lymphoblast	http://purl.obolibrary.org/obo/CL_0017005	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
lymphoblastoid	lymphoblastoid cell line	http://www.ebi.ac.uk/efo/EFO_0005292	cell line	http://purl.obolibrary.org/obo/CLO_0000031
lymphoblastoid cell line	lymphoblastoid cell line	http://www.ebi.ac.uk/efo/EFO_0005292	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Lymphoblastoid cell line (LCL)	immortal lymphocyte cell line cell	http://purl.obolibrary.org/obo/CLO_0000108	cell line	http://purl.obolibrary.org/obo/CLO_0000031
lymphoblastoid cell lines	lymphoblastoid cell line	http://www.ebi.ac.uk/efo/EFO_0005292	cell line	http://purl.obolibrary.org/obo/CLO_0000031
Lymphoblastoid Cells	lymphoblastoid cell line	http://www.ebi.ac.uk/efo/EFO_0005292	cell line	http://purl.obolibrary.org/obo/CLO_0000031
Lymphoblastoid_cell_line	lymphoblastoid cell line	http://www.ebi.ac.uk/efo/EFO_0005292	cell line	http://purl.obolibrary.org/obo/CLO_0000031
lymphoblasts	lymphoblast	http://purl.obolibrary.org/obo/CL_0017005	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Lymphocyte TCD4	lymphocyte	http://purl.obolibrary.org/obo/CL_0000542	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
lymphocytes	lymphocyte	http://purl.obolibrary.org/obo/CL_0000542	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
lymphoma	lymphoma	http://purl.obolibrary.org/obo/MONDO_0005062	disease	http://www.ebi.ac.uk/efo/EFO_0000408
M	male	http://purl.obolibrary.org/obo/PATO_0000384	biological sex	http://purl.obolibrary.org/obo/PATO_0000047
macrophage	macrophage	http://purl.obolibrary.org/obo/CL_0000235	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Macrophages	macrophage	http://purl.obolibrary.org/obo/CL_0000235	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
macular Retina	macula lutea	http://purl.obolibrary.org/obo/UBERON_0000053	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Major Depression	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	disease	http://www.ebi.ac.uk/efo/EFO_0000408
major depressive disorder	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	disease	http://www.ebi.ac.uk/efo/EFO_0000408
major depressive disorder (MDD)	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	disease	http://www.ebi.ac.uk/efo/EFO_0000408
male	male	http://purl.obolibrary.org/obo/PATO_0000384	biological sex	http://purl.obolibrary.org/obo/PATO_0000047
male 	male	http://purl.obolibrary.org/obo/PATO_0000384	biological sex	http://purl.obolibrary.org/obo/PATO_0000047
Male C57BL/6J	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	strain	http://www.ebi.ac.uk/efo/EFO_0005135
Males	male	http://purl.obolibrary.org/obo/PATO_0000384	biological sex	http://purl.obolibrary.org/obo/PATO_0000047
malignant	neoplastic, malignant	http://purl.obolibrary.org/obo/PATO_0002097	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Malignant ovarian	ovarian cancer	http://purl.obolibrary.org/obo/MONDO_0008170	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Mammary fat pad	mammary gland fat	http://purl.obolibrary.org/obo/UBERON_0004180	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Mammary fat pad	mammary fat pad	http://purl.obolibrary.org/obo/UBERON_0012282	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
mammary gland	mammary gland	http://purl.obolibrary.org/obo/UBERON_0001911	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
mammary tumor	breast neoplasm	http://purl.obolibrary.org/obo/MONDO_0021100	disease	http://www.ebi.ac.uk/efo/EFO_0000408
mammay fat pads	mammary fat pad	http://purl.obolibrary.org/obo/UBERON_0012282	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Mantle cell lymphoma	mantle cell lymphoma	http://purl.obolibrary.org/obo/MONDO_0018876	disease	http://www.ebi.ac.uk/efo/EFO_0000408
match control	reference subject role	http://purl.obolibrary.org/obo/OBI_0000220	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Matched Control Group	reference subject role	http://purl.obolibrary.org/obo/OBI_0000220	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
Mature, MHCII-high medullary thymic epithelial cell	medullary thymic epithelial cell	http://purl.obolibrary.org/obo/CL_0002365	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
MCF-7	MCF7 cell	http://purl.obolibrary.org/obo/CLO_0007606	cell line	http://purl.obolibrary.org/obo/CLO_0000031
MCF-7 breast cancer cells	MCF7 cell	http://purl.obolibrary.org/obo/CLO_0007606	cell line	http://purl.obolibrary.org/obo/CLO_0000031
MCF-7 Cells	MCF7 cell	http://purl.obolibrary.org/obo/CLO_0007606	cell line	http://purl.obolibrary.org/obo/CLO_0000031
MCF10A	MCF 10A cell	http://purl.obolibrary.org/obo/CLO_0007599	cell line	http://purl.obolibrary.org/obo/CLO_0000031
MCF7	MCF7 cell	http://purl.obolibrary.org/obo/CLO_0007606	cell line	http://purl.obolibrary.org/obo/CLO_0000031
MCF7 Breast Adenocarcinoma Cell Line	MCF7 cell	http://purl.obolibrary.org/obo/CLO_0007606	cell line	http://purl.obolibrary.org/obo/CLO_0000031
MCF7 cells after transfection	MCF7 cell	http://purl.obolibrary.org/obo/CLO_0007606	cell line	http://purl.obolibrary.org/obo/CLO_0000031
MDA-MB-231	MDA-MB-231 cell	http://purl.obolibrary.org/obo/CLO_0007634	cell line	http://purl.obolibrary.org/obo/CLO_0000031
MDD	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	disease	http://www.ebi.ac.uk/efo/EFO_0000408
MDD case	major depressive disorder	http://purl.obolibrary.org/obo/MONDO_0002009	disease	http://www.ebi.ac.uk/efo/EFO_0000408
MDD sample, brain anterior cingulate cortex	anterior cingulate cortex	http://purl.obolibrary.org/obo/UBERON_0009835	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
medial collateral ligament	medial collateral ligament	http://www.ebi.ac.uk/efo/EFO_0001967	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
medial ganglionic eminence	medial ganglionic eminence	http://purl.obolibrary.org/obo/UBERON_0004024	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
medial neocortex	neocortex	http://purl.obolibrary.org/obo/UBERON_0001950	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
medial prefrontal cortex	prefrontal cortex	http://purl.obolibrary.org/obo/UBERON_0000451	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
medial prefrontal cortex (mPFC)	prefrontal cortex	http://purl.obolibrary.org/obo/UBERON_0000451	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
medio-basal hypothalamus	hypothalamus	http://purl.obolibrary.org/obo/UBERON_0001898	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Mediobasal hypothalamus	hypothalamus	http://purl.obolibrary.org/obo/UBERON_0001898	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
medulla	medulla oblongata	http://purl.obolibrary.org/obo/UBERON_0001896	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
medullary thymic epithelial cell	medullary thymic epithelial cell	http://purl.obolibrary.org/obo/CL_0002365	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
medulloblastoma	medulloblastoma	http://purl.obolibrary.org/obo/MONDO_0007959	disease	http://www.ebi.ac.uk/efo/EFO_0000408
MEF	embryonic fibroblast	http://purl.obolibrary.org/obo/CL_2000042	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
MEFs	embryonic fibroblast	http://purl.obolibrary.org/obo/CL_2000042	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Melanoma	melanoma	http://purl.obolibrary.org/obo/MONDO_0005105	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Melanoma cell line	melanoma	http://purl.obolibrary.org/obo/MONDO_0005105	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Melanoma metastasis	metastatic melanoma	http://purl.obolibrary.org/obo/MONDO_0005191	disease	http://www.ebi.ac.uk/efo/EFO_0000408
melanoma patient	melanoma	http://purl.obolibrary.org/obo/MONDO_0005105	disease	http://www.ebi.ac.uk/efo/EFO_0000408
men	male	http://purl.obolibrary.org/obo/PATO_0000384	biological sex	http://purl.obolibrary.org/obo/PATO_0000047
meningioma	meningioma	http://purl.obolibrary.org/obo/MONDO_0016642	disease	http://www.ebi.ac.uk/efo/EFO_0000408
meningioma tumor	meningioma	http://purl.obolibrary.org/obo/MONDO_0016642	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Merkel cell carcinoma	trabecular adenocarcinoma	http://purl.obolibrary.org/obo/MONDO_0002822	disease	http://www.ebi.ac.uk/efo/EFO_0000408
mESC	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Mesenchymal Stem Cells	mesenchymal stem cell	http://purl.obolibrary.org/obo/CL_0000134	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Mesenteric Lymph Node (MLN)	mesenteric lymph node	http://purl.obolibrary.org/obo/UBERON_0002509	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Metastasis	metastatic neoplasm	http://purl.obolibrary.org/obo/MONDO_0024883	disease	http://www.ebi.ac.uk/efo/EFO_0000408
