Identifier (KEY)	Phenotype valueUri (THE KEY MAP TO THIS)	Phenotype value 	Description use in annotator 	How we found the mapping	Source
OMIM:607706	http://purl.obolibrary.org/obo/DOID_10595	Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease, axonal, with vocal cord paresis		OMIM
OMIM:607836	http://purl.obolibrary.org/obo/DOID_417	hypersensitivity reaction type II disease	AUTOIMMUNE DISEASE, SUSCEPTIBILITY TO, 1	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD, OMIM
OMIM:607847	http://purl.obolibrary.org/obo/DOID_1227	neutropenia	Neutropenia, nonimmune chronic idiopathic, of adults		OMIM
OMIM:607850	http://purl.obolibrary.org/obo/DOID_8398	osteoarthritis	{Osteoarthritis susceptibility 3}		OMIM
OMIM:607903	http://purl.obolibrary.org/obo/DOID_4535	hypotrichosis	Hypotrichosis, localized, autosomal recessive		OMIM
OMIM:607936	http://purl.obolibrary.org/obo/DOID_12678	hypercalcemia	Hypocalciuric hypercalcemia, familial, type III	Case 8: Found Mappings, No Match Detected	OMIM
OMIM:607948	http://purl.obolibrary.org/obo/DOID_399	tuberculosis	{Tuberculosis, protection against}	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:607948	http://purl.obolibrary.org/obo/DOID_399	tuberculosis	{Tuberculosis, susceptibility to}		OMIM
OMIM:608013	http://purl.obolibrary.org/obo/DOID_1926	Gaucher's disease	Gaucher's disease, perinatal lethal		OMIM
OMIM:608033	http://purl.obolibrary.org/obo/HP_0001298	Encephalopathy	{Encephalopathy, acute, infection-induced, 3, susceptibility to}		OMIM
OMIM:608051	http://purl.obolibrary.org/obo/HP_0007754	Macular dystrophy	Macular dystrophy, retinal, 2		OMIM
OMIM:608091	http://purl.obolibrary.org/obo/DOID_0050777	Joubert syndrome	Joubert syndrome 2	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:608096	http://purl.obolibrary.org/obo/DOID_3328	temporal lobe epilepsy	EPILEPSY, FAMILIAL TEMPORAL LOBE, 2	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
OMIM:608106	http://purl.obolibrary.org/obo/HP_0002721	Immunodeficiency	Immunodeficiency with hyper IgM, type 5		OMIM
OMIM:608161	http://purl.obolibrary.org/obo/DOID_0050661	vitelliform macular dystrophy	Macular dystrophy, vitelliform	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:608161	http://purl.obolibrary.org/obo/DOID_0050661	vitelliform macular dystrophy	Vitelliform macular dystrophy, adult-onset		OMIM
OMIM:608320	http://purl.obolibrary.org/obo/HP_0001677	Coronary artery disease	{Coronary artery disease, autosomal dominant, 1}		OMIM
OMIM:608358	http://purl.obolibrary.org/obo/DOID_423	myopathy	Myopathy, myosin storage		OMIM
OMIM:608361	http://purl.obolibrary.org/obo/HP_0002655	Spondyloepiphyseal dysplasia	Spondyloepiphyseal dysplasia, Kimberley type		OMIM
OMIM:608391	http://purl.obolibrary.org/obo/DOID_417	hypersensitivity reaction type II disease	AUTOIMMUNE DISEASE, SUSCEPTIBILITY TO, 2	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
OMIM:608392	http://purl.obolibrary.org/obo/DOID_417	hypersensitivity reaction type II disease	AUTOIMMUNE DISEASE, SUSCEPTIBILITY TO, 3	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
OMIM:608443	http://purl.obolibrary.org/obo/DOID_1059	intellectual disability	Mental retardation, autosomal recessive 3		OMIM
OMIM:608446	http://purl.obolibrary.org/obo/DOID_5844	myocardial infarction	{Myocardial infarction, protection against}	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:608470	http://purl.obolibrary.org/obo/DOID_2566	corneal dystrophy	Corneal dystrophy, Reis-Bucklers type		OMIM
OMIM:608471	http://purl.obolibrary.org/obo/DOID_2566	corneal dystrophy	Corneal dystrophy, lattice type IIIA		OMIM
OMIM:608516	http://purl.obolibrary.org/obo/DOID_1470	major depressive disorder	Major depressive disorder 1		OMIM
OMIM:608553	http://purl.obolibrary.org/obo/DOID_14791	Leber congenital amaurosis	Leber congenital amaurosis 9		OMIM
OMIM:608567	http://purl.obolibrary.org/obo/DOID_13884	sick sinus syndrome	Sick sinus syndrome 1		OMIM
OMIM:608579	http://purl.obolibrary.org/obo/DOID_0050426	Stevens-Johnson syndrome	{Stevens-Johnson syndrome, susceptibility to}	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:608584	http://purl.obolibrary.org/obo/DOID_2841	asthma	{Asthma, susceptibility to, 2}		OMIM
OMIM:608622	http://purl.obolibrary.org/obo/DOID_10763	hypertension	{Hypertension, diastolic, resistance to}		OMIM
OMIM:608647	http://purl.obolibrary.org/obo/DOID_9562	primary ciliary dyskinesia	Ciliary dyskinesia, primary, 5	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:608709	http://purl.obolibrary.org/obo/DOID_811	lipodystrophy	{Lipodystrophy, partial, acquired, susceptibility to}		OMIM
OMIM:608728	http://purl.obolibrary.org/obo/DOID_0080027	spondyloepimetaphyseal dysplasia	Spondyloepimetaphyseal dysplasia		OMIM
OMIM:608765	http://purl.obolibrary.org/obo/HP_0002650	Scoliosis	SCOLIOSIS, IDIOPATHIC, SUSCEPTIBILITY TO, 3	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
OMIM:608804	http://purl.obolibrary.org/obo/DOID_10579	leukodystrophy	Leukodystrophy, hypomyelinating, 2		OMIM
OMIM:608808	http://purl.obolibrary.org/obo/HP_0001669	Transposition of the great arteries	Transposition of the great arteries, dextro-looped 1		OMIM
OMIM:608810	http://purl.obolibrary.org/obo/DOID_423	myopathy	Myopathy, myofibrillar, alpha-B crystallin-related		OMIM
OMIM:608812	http://purl.obolibrary.org/obo/DOID_9256	colorectal cancer	{Colorectal cancer, susceptibility to, 1}		OMIM
OMIM:608837	http://purl.obolibrary.org/obo/DOID_0050471	Carney complex	Carney complex variant		OMIM
OMIM:608901	http://purl.obolibrary.org/obo/DOID_3393	coronary heart disease	{Coronary heart disease, susceptibility to, 5}		OMIM
OMIM:608971	http://purl.obolibrary.org/obo/DOID_627	severe combined immunodeficiency	Severe combined immunodeficiency, T-cell negative, B-cell/natural killer cell-positive type		OMIM
OMIM:608980	http://purl.obolibrary.org/obo/HP_0011803	Bifid nose	Bifid nose with or without anorectal and renal anomalies		OMIM
OMIM:608983	http://purl.obolibrary.org/obo/DOID_83	cataract	Cataract, congenital, cerulean type, 3		OMIM
OMIM:608984	http://purl.obolibrary.org/obo/HP_0010871	Sensory ataxia	ATAXIA, SENSORY, 1, AUTOSOMAL DOMINANT	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD, OMIM
OMIM:609016	http://purl.obolibrary.org/obo/DOID_13133	HELLP syndrome	HELLP syndrome, maternal, of pregnancy		OMIM
OMIM:609048	http://purl.obolibrary.org/obo/DOID_1909	melanoma	{Melanoma, cutaneous malignant, 3}		OMIM
OMIM:609053	http://purl.obolibrary.org/obo/DOID_13636	Fanconi's anemia	Fanconi anemia, complementation group I		OMIM
OMIM:609054	http://purl.obolibrary.org/obo/DOID_13636	Fanconi's anemia	Fanconi anemia, complementation group J		OMIM
OMIM:609056	http://purl.obolibrary.org/obo/DOID_1826	epilepsy syndrome	Amish infantile epilepsy syndrome		OMIM
OMIM:609140	http://purl.obolibrary.org/obo/DOID_2566	corneal dystrophy	Corneal dystrophy polymorphous posterior, 2		OMIM
OMIM:609141	http://purl.obolibrary.org/obo/DOID_2566	corneal dystrophy	Corneal dystrophy, posterior polymorphous, 3		OMIM
OMIM:609148	http://purl.obolibrary.org/obo/DOID_12365	malaria	{Malaria, mild, susceptibility to}		OMIM
OMIM:609152	http://purl.obolibrary.org/obo/DOID_7998	hyperthyroidism	Hyperthyroidism, nonautoimmune		OMIM
OMIM:609200	http://purl.obolibrary.org/obo/HP_0003715	Myofibrillar myopathy	MYOPATHY, MYOFIBRILLAR, 3	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
OMIM:609253	http://purl.obolibrary.org/obo/HP_0002373	Febrile seizures	FEBRILE SEIZURES, FAMILIAL, 6	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
OMIM:609255	http://purl.obolibrary.org/obo/HP_0002373	Febrile seizures	FEBRILE SEIZURES, FAMILIAL, 5	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
OMIM:609273	http://purl.obolibrary.org/obo/DOID_3191	nemaline myopathy	Nemaline myopathy 6		OMIM
OMIM:609283	http://purl.obolibrary.org/obo/DOID_12558	chronic progressive external ophthalmoplegia	Progressive external ophthalmoplegia with mitochondrial DNA deletions 3		OMIM
OMIM:609284	http://purl.obolibrary.org/obo/DOID_3191	nemaline myopathy	Nemaline myopathy 1, autosomal dominant		OMIM
OMIM:609285	http://purl.obolibrary.org/obo/DOID_3191	nemaline myopathy	Nemaline myopathy		OMIM
OMIM:609286	http://purl.obolibrary.org/obo/DOID_12558	chronic progressive external ophthalmoplegia	Progressive external ophthalmoplegia, autosomal dominant, 3		OMIM
OMIM:609340	http://purl.obolibrary.org/obo/DOID_2476	hereditary spastic paraplegia	Spastic paraplegia 28, autosomal recessive		OMIM
OMIM:609400	http://purl.obolibrary.org/obo/DOID_417	hypersensitivity reaction type II disease	AUTOIMMUNE DISEASE, SUSCEPTIBILITY TO, 4	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
OMIM:609423	http://purl.obolibrary.org/obo/DOID_635	acquired immunodeficiency syndrome	{HIV/AIDS, susceptibility to}		OMIM
OMIM:609439	http://purl.obolibrary.org/obo/DOID_0050565	autosomal recessive nonsyndromic deafness	Deafness, autosomal recessive 48	Case 7b: Found Synonym With HP Annotator Synonym	OMIM
OMIM:609452	http://purl.obolibrary.org/obo/HP_0003715	Myofibrillar myopathy	MYOPATHY, MYOFIBRILLAR, 4	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD, OMIM
OMIM:609452	http://purl.obolibrary.org/obo/DOID_423	myopathy	Myopathy, myofibrillar, ZASP-related		CTD, OMIM
OMIM:609464	http://purl.obolibrary.org/obo/DOID_11335	sarcoidosis	Sarcoidosis, early-onset		OMIM
OMIM:609524	http://purl.obolibrary.org/obo/DOID_423	myopathy	Myopathy, myofibrillar, 5		OMIM
OMIM:609524	http://purl.obolibrary.org/obo/HP_0003715	Myofibrillar myopathy	Myopathy, myofibrillar, 5	Case 6b: Found Exact With HP Annotator (keywords taken out)	OMIM
OMIM:609532	http://purl.obolibrary.org/obo/DOID_1883	hepatitis C	{Hepatitis C virus, resistance to}		OMIM
OMIM:609549	http://purl.obolibrary.org/obo/DOID_10629	microphthalmia	Nanophthalmos 2		OMIM
OMIM:609583	http://purl.obolibrary.org/obo/DOID_0050777	Joubert syndrome	Joubert syndrome 4	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:609597	http://purl.obolibrary.org/obo/HP_0002697	Parietal foramina	Parietal foramina 2		OMIM
OMIM:609634	http://purl.obolibrary.org/obo/DOID_6364	migraine	Migraine, familial hemiplegic, 3		OMIM
OMIM:609638	http://purl.obolibrary.org/obo/DOID_2730	epidermolysis bullosa	Epidermolysis bullosa, lethal acantholytic		OMIM
OMIM:609646	http://purl.obolibrary.org/obo/DOID_0050565	autosomal recessive nonsyndromic deafness	Deafness, autosomal recessive 42		OMIM
OMIM:609741	http://purl.obolibrary.org/obo/DOID_83	cataract	Cataract, congenital nuclear, 2		OMIM
OMIM:609741	http://purl.obolibrary.org/obo/HP_0100018	Nuclear cataract	Cataract, congenital nuclear, 2	Case 6b: Found Exact With HP Annotator (keywords taken out)	OMIM
OMIM:609753	http://purl.obolibrary.org/obo/DOID_10608	celiac disease	{Celiac disease, susceptibility to, 4}		OMIM
OMIM:609755	http://purl.obolibrary.org/obo/DOID_10608	celiac disease	{Celiac disease, susceptibility to, 3}		OMIM
OMIM:609782	http://purl.obolibrary.org/obo/DOID_7693	abdominal aortic aneurysm	AORTIC ANEURYSM, FAMILIAL ABDOMINAL, 2	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
OMIM:609820	http://purl.obolibrary.org/obo/DOID_8432	Polycythemia	Erythrocytosis, familial, 3		OMIM
OMIM:609939	http://purl.obolibrary.org/obo/DOID_8857	lupus erythematosus	{Systemic lupus erythematous, association with susceptibility to, 6}		OMIM
OMIM:610019	http://purl.obolibrary.org/obo/DOID_83	cataract	Cataract, autosomal recessive congenital 2		OMIM
OMIM:610024	http://purl.obolibrary.org/obo/DOID_13911	achromatopsia	Achromatopsia 6	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:610031	http://purl.obolibrary.org/obo/HP_0002126	Polymicrogyria	Polymicrogyria, symmetric or asymmetric		OMIM
OMIM:610048	http://purl.obolibrary.org/obo/DOID_2566	corneal dystrophy	Corneal dystrophy, congenital stromal		OMIM
OMIM:610092	http://purl.obolibrary.org/obo/DOID_10629	microphthalmia	Microphthalmia with coloboma 3		OMIM
OMIM:610092	http://purl.obolibrary.org/obo/DOID_12270	coloboma	Microphthalmia with coloboma 3		OMIM
OMIM:610127	http://purl.obolibrary.org/obo/DOID_14503	neuronal ceroid lipofuscinosis	Ceroid lipofuscinosis, neuronal, 10	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:610131	http://purl.obolibrary.org/obo/DOID_12558	chronic progressive external ophthalmoplegia	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 4		OMIM
OMIM:610156	http://purl.obolibrary.org/obo/DOID_1059	Intellectual disability	Mental retardation, truncal obesity, retinal dystrophy, and micropenis		OMIM
OMIM:610156	http://purl.obolibrary.org/obo/HP_0000054	Micropenis	Mental retardation, truncal obesity, retinal dystrophy, and micropenis		OMIM
OMIM:610156	http://purl.obolibrary.org/obo/HP_0000556	Retinal dystrophy	Mental retardation, truncal obesity, retinal dystrophy, and micropenis		OMIM
OMIM:610156	http://purl.obolibrary.org/obo/HP_0001956	Truncal obesity	Mental retardation, truncal obesity, retinal dystrophy, and micropenis		OMIM
OMIM:610163	http://purl.obolibrary.org/obo/HP_0002721	Immunodeficiency	Immunodeficiency due to defect in CD3-zeta		OMIM
OMIM:610188	http://purl.obolibrary.org/obo/DOID_0050777	Joubert syndrome	Joubert syndrome 5	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:610198	http://purl.obolibrary.org/obo/HP_0003535	3-Methylglutaconic aciduria	3-methylglutaconic aciduria, type V		OMIM
OMIM:610199	http://purl.obolibrary.org/obo/DOID_0050328	congenital hypothyroidism	Diabetes mellitus, neonatal, with congenital hypothyroidism		OMIM
OMIM:610199	http://purl.obolibrary.org/obo/DOID_11717	neonatal diabetes mellitus	Diabetes mellitus, neonatal, with congenital hypothyroidism		OMIM
OMIM:610202	http://purl.obolibrary.org/obo/DOID_83	cataract	Cataract, pulverulent or cerulean, with or without microcornea		OMIM
OMIM:610217	http://purl.obolibrary.org/obo/HP_0000826	Precocious puberty	Precocious puberty, central	Case 8: Found Mappings, No Match Detected	OMIM
OMIM:610269	http://purl.obolibrary.org/obo/DOID_8689	anorexia nervosa	{Anorexia nervosa, susceptibility to}		OMIM
OMIM:610357	http://purl.obolibrary.org/obo/DOID_2476	hereditary spastic paraplegia	Spastic paraplegia 30, autosomal recessive		OMIM
OMIM:610370	http://purl.obolibrary.org/obo/DOID_13250	diarrhea	Diarrhea 4, malabsorptive, congenital		OMIM
OMIM:610374	http://purl.obolibrary.org/obo/DOID_11717	neonatal diabetes mellitus	Diabetes mellitus, transient neonatal 2		OMIM
OMIM:610374	http://purl.obolibrary.org/obo/HP_0008255	Transient neonatal diabetes mellitus	Diabetes mellitus, transient neonatal 2	Case 6b: Found Exact With HP Annotator (keywords taken out)	OMIM
OMIM:610424	http://purl.obolibrary.org/obo/DOID_2043	hepatitis B	{Hepatitis B virus, susceptibility to}		OMIM
OMIM:610425	http://purl.obolibrary.org/obo/DOID_83	cataract	Cataract, lamellar		OMIM
OMIM:610425	http://purl.obolibrary.org/obo/HP_0007971	Lamellar cataract	Cataract, lamellar	Case 6b: Found Exact With HP Annotator (keywords taken out)	OMIM
OMIM:610425	http://purl.obolibrary.org/obo/HP_0007971	Lamellar cataract	Cataract, lamellar 2	Case 6b: Found Exact With HP Annotator (keywords taken out)	OMIM
OMIM:610426	http://purl.obolibrary.org/obo/DOID_10629	microphthalmia	Microphthalmia with cataract 4		OMIM
OMIM:610426	http://purl.obolibrary.org/obo/DOID_83	cataract	Microphthalmia with cataract 4		OMIM
OMIM:610441	http://purl.obolibrary.org/obo/HP_0012215	Testicular microlithiasis	?Testicular microlithiasis	Case 6a: Found Exact With HP Annotator	OMIM
OMIM:610532	http://purl.obolibrary.org/obo/DOID_10579	leukodystrophy	Leukodystrophy, hypomyelinating, 5		OMIM
OMIM:610536	http://purl.obolibrary.org/obo/DOID_2908	Treacher Collins syndrome	Mandibulofacial dysostosis with microcephaly		OMIM
OMIM:610539	http://purl.obolibrary.org/obo/DOID_1926	Gaucher's disease	Gaucher's disease, atypical		OMIM
OMIM:610549	http://purl.obolibrary.org/obo/DOID_3138	acanthosis nigricans	Diabetes mellitus, insulin-resistant, with acanthosis nigricans		OMIM
OMIM:610549	http://purl.obolibrary.org/obo/DOID_9351	diabetes mellitus	Diabetes mellitus, insulin-resistant, with acanthosis nigricans		OMIM
OMIM:610551	http://purl.obolibrary.org/obo/HP_0012302	Herpes simplex encephalitis	Herpes simplex encephalitis, susceptibility to, 1	Case 6b: Found Exact With HP Annotator	OMIM
OMIM:610582	http://purl.obolibrary.org/obo/DOID_11717	neonatal diabetes mellitus	Diabetes mellitus, transient neonatal, 3		OMIM
OMIM:610582	http://purl.obolibrary.org/obo/HP_0008255	Transient neonatal diabetes mellitus	Diabetes mellitus, transient neonatal, 3	Case 6b: Found Exact With HP Annotator (keywords taken out)	OMIM
OMIM:610687	http://purl.obolibrary.org/obo/DOID_3191	nemaline myopathy	Nemaline myopathy 7		OMIM
OMIM:610688	http://purl.obolibrary.org/obo/DOID_0050777	Joubert syndrome	Joubert syndrome 6	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:610725	http://purl.obolibrary.org/obo/DOID_1184	nephrotic syndrome	NEPHROTIC SYNDROME, TYPE 3	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD, OMIM
OMIM:610755	http://purl.obolibrary.org/obo/HP_0100568	Neoplasm of the endocrine system	Multiple endocrine neoplasia, type IV		OMIM
OMIM:610759	http://purl.obolibrary.org/obo/DOID_11725	Cornelia de Lange syndrome	Cornelia de Lange syndrome 3	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:610765	http://purl.obolibrary.org/obo/HP_0008221	Adrenal hyperplasia	Lipoid adrenal hyperplasia	Case 8: Found Mappings, No Match Detected	OMIM
OMIM:610798	http://purl.obolibrary.org/obo/HP_0002721	Immunodeficiency	Immunodeficiency due to defect in MAPBP-interacting protein		OMIM
OMIM:610832	http://purl.obolibrary.org/obo/DOID_13636	Fanconi's anemia	Fanconi anemia, complementation group N		OMIM
OMIM:610927	http://purl.obolibrary.org/obo/DOID_9074	systemic lupus erythematosus	{Systemic lupus erythematosus, susceptibility to, 9}		OMIM
OMIM:610938	http://purl.obolibrary.org/obo/DOID_3393	coronary heart disease	{Coronary heart disease, susceptibility to, 7}		OMIM
OMIM:610947	http://purl.obolibrary.org/obo/HP_0001677	Coronary artery disease	{Coronary artery disease, autosomal dominant, 2}		OMIM
OMIM:610967	http://purl.obolibrary.org/obo/DOID_12347	osteogenesis imperfecta	Osteogenesis imperfecta, type V		OMIM
OMIM:610988	http://purl.obolibrary.org/obo/DOID_1024	leprosy	{Leprosy, susceptibility to, 4}		OMIM
OMIM:611015	http://purl.obolibrary.org/obo/DOID_12849	autistic disorder	{Autism suseptibility 9}		OMIM
OMIM:611016	http://purl.obolibrary.org/obo/DOID_12849	autistic disorder	{Autism susceptibility 10}		OMIM
OMIM:611064	http://purl.obolibrary.org/obo/DOID_2841	asthma	{Asthma susceptibility 5}		OMIM
OMIM:611067	http://purl.obolibrary.org/obo/DOID_12377	spinal muscular atrophy	Spinal muscular atrophy, distal, autosomal recessive, 4		OMIM
OMIM:611090	http://purl.obolibrary.org/obo/DOID_1059	intellectual disability	Mental retardation, autosomal recessive 12		OMIM
OMIM:611091	http://purl.obolibrary.org/obo/DOID_1059	intellectual disability	Mental retardation, autosomal recessive 5		OMIM
OMIM:611092	http://purl.obolibrary.org/obo/DOID_1059	intellectual disability	Mental retardation, autosomal recessive, 6		OMIM
OMIM:611093	http://purl.obolibrary.org/obo/DOID_1059	intellectual disability	Mental retardation, autosomal recessive 7		OMIM
OMIM:611134	http://purl.obolibrary.org/obo/DOID_0050778	Meckel syndrome	Meckel syndrome 4	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:611136	http://purl.obolibrary.org/obo/DOID_1825	childhood absence epilepsy	{Epilepsy, childhood absence, susceptibility to, 4}	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:611162	http://purl.obolibrary.org/obo/DOID_12365	malaria	{Malaria, susceptibility to}	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:611225	http://purl.obolibrary.org/obo/DOID_2476	hereditary spastic paraplegia	Spastic paraplegia 18, autosomal recessive		OMIM
OMIM:611277	http://purl.obolibrary.org/obo/DOID_0060170	generalized epilepsy with febrile seizures plus	Epilepsy, generalized, with febrile seizures plus, type 3	Case 9: No Mapping Found	OMIM
OMIM:611277	http://purl.obolibrary.org/obo/HP_0002373	Febrile seizures	Febrile seizures, familial, 8	Case 6b: Found Exact With HP Annotator	OMIM
OMIM:611291	http://purl.obolibrary.org/obo/DOID_627	Severe combined immunodeficiency	Severe combined immunodeficiency with microcephaly, growth retardation, and sensitivity to ionizing radiation		OMIM
OMIM:611302	http://purl.obolibrary.org/obo/HP_0002497	Spastic ataxia	SPASTIC ATAXIA 2, AUTOSOMAL RECESSIVE	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
OMIM:611390	http://purl.obolibrary.org/obo/HP_0002497	Spastic ataxia	SPASTIC ATAXIA 3, AUTOSOMAL RECESSIVE	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
OMIM:611391	http://purl.obolibrary.org/obo/DOID_83	cataract	Cataract, cortical, juvenile-onset		OMIM
OMIM:611465	http://purl.obolibrary.org/obo/DOID_0000000	gallbladder disease	Gallbladder disease 4		OMIM
OMIM:611465	http://purl.obolibrary.org/obo/DOID_0000000	gallbladder disease	Gallbladder disease 4	Case 4b: Found Exact With Disease Annotator (keywords taken out)	OMIM
OMIM:611515	http://purl.obolibrary.org/obo/HP_0002373	Febrile seizures	FEBRILE SEIZURES, FAMILIAL, 7	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
OMIM:611523	http://purl.obolibrary.org/obo/HP_0007053	Pontocerebellar hypoplasia	Pontocerebellar hypoplasia, type 6		OMIM
OMIM:611544	http://purl.obolibrary.org/obo/DOID_83	cataract	Cataract, congenital nuclear, autosomal recessive 3		OMIM
OMIM:611544	http://purl.obolibrary.org/obo/HP_0100018	Nuclear cataract	Cataract, congenital nuclear, autosomal recessive 3	Case 6b: Found Exact With HP Annotator (keywords taken out)	OMIM
OMIM:611556	http://purl.obolibrary.org/obo/DOID_2747	glycogen storage disease	Glycogen storage disease 0, muscle		OMIM
OMIM:611560	http://purl.obolibrary.org/obo/DOID_0050777	Joubert syndrome	Joubert syndrome 7	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:611561	http://purl.obolibrary.org/obo/DOID_0050778	Meckel syndrome	Meckel syndrome 5	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:611590	http://purl.obolibrary.org/obo/DOID_14219	renal tubular acidosis	Renal tubular acidosis, distal, AR		OMIM
OMIM:611597	http://purl.obolibrary.org/obo/DOID_83	cataract	Cataract 12, multiple types	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:611597	http://purl.obolibrary.org/obo/DOID_83	cataract	Cataract, autosomal dominant, multiple types 1		OMIM
OMIM:611615	http://purl.obolibrary.org/obo/DOID_12930	dilated cardiomyopathy	Cardiomyopathy, dilated, 1X		OMIM
OMIM:611630	http://purl.obolibrary.org/obo/DOID_3328	temporal lobe epilepsy	EPILEPSY, FAMILIAL TEMPORAL LOBE, 3	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
OMIM:611634	http://purl.obolibrary.org/obo/HP_0002373	Febrile seizures	FEBRILE SEIZURES, FAMILIAL, 9	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
OMIM:611638	http://purl.obolibrary.org/obo/DOID_10629	microphthalmia	Microphthalmia with coloboma 5		OMIM
OMIM:611638	http://purl.obolibrary.org/obo/DOID_12270	coloboma	Microphthalmia with coloboma 5		OMIM
OMIM:611718	http://purl.obolibrary.org/obo/HP_0002917	Hypomagnesemia	Hypomagnesemia 4, renal		OMIM
OMIM:611722	http://purl.obolibrary.org/obo/DOID_10587	Krabbe disease	Krabbe disease, atypical		OMIM
OMIM:611783	http://purl.obolibrary.org/obo/DOID_8432	Polycythemia	Erythrocytosis, familial, 4		OMIM
OMIM:611868	http://purl.obolibrary.org/obo/DOID_10283	prostate cancer	{Prostate cancer, hereditary, 12}		OMIM
OMIM:611881	http://purl.obolibrary.org/obo/DOID_2747	glycogen storage disease	Glycogen storage disease XII		OMIM
OMIM:611891	http://purl.obolibrary.org/obo/DOID_7693	abdominal aortic aneurysm	AORTIC ANEURYSM, FAMILIAL ABDOMINAL, 3	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
OMIM:611928	http://purl.obolibrary.org/obo/DOID_10283	prostate cancer	{Prostate cancer, hereditary, 13}		OMIM
OMIM:611938	http://purl.obolibrary.org/obo/HP_0004756	Ventricular tachycardia	Ventricular tachycardia, catecholaminergic polymorphic, 2		OMIM
OMIM:611942	http://purl.obolibrary.org/obo/DOID_1825	childhood absence epilepsy	{Epilepsy, childhood absence, susceptibility to, 6}	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:611942	http://purl.obolibrary.org/obo/DOID_1827	idiopathic generalized epilepsy	{Epilepsy, idiopathic generalized, susceptibility to, 6}		OMIM
OMIM:612004	http://purl.obolibrary.org/obo/DOID_1588	thrombocytopenia	Thrombocytopenia 4		OMIM
OMIM:612052	http://purl.obolibrary.org/obo/DOID_0050742	nicotine dependence	{Nicotine dependence, susceptibility to}	Case 4b: Found Exact With Disease Annotator	OMIM
OMIM:612052	http://purl.obolibrary.org/obo/DOID_0050742	nicotine dependence	{Nicotine dependence, susceptibility to}		OMIM
OMIM:612052	http://purl.obolibrary.org/obo/DOID_1324	lung cancer	{Lung cancer susceptibility 2}		OMIM
OMIM:612067	http://purl.obolibrary.org/obo/DOID_543	dystonia	Dystonia 16		OMIM
OMIM:612076	http://purl.obolibrary.org/obo/HP_0003537	Hypouricemia	Hypouricemia, renal, 2		OMIM
OMIM:612132	http://purl.obolibrary.org/obo/DOID_14793	hypohidrotic ectodermal dysplasia	Ectodermal dysplasia, anhidrotic, with T-cell immunodeficiency		OMIM
OMIM:612132	http://purl.obolibrary.org/obo/DOID_613	T lymphocyte deficiency	Ectodermal dysplasia, anhidrotic, with T-cell immunodeficiency		OMIM
OMIM:612160	http://purl.obolibrary.org/obo/DOID_4231	histiocytoma	Histiocytoma, angiomatoid fibrous, somatic		OMIM
OMIM:612229	http://purl.obolibrary.org/obo/DOID_9256	colorectal cancer	{Colorectal cancer, susceptibility to, 3}		OMIM
OMIM:612233	http://purl.obolibrary.org/obo/DOID_10579	leukodystrophy	Leukodystrophy, hypomyelinating, 4		OMIM
