Pubmeds	Data Source	Gene NCBI	Gene Symbol	Taxon	Phenotype Names	Phenotype URIs		Web Link	Is Negative	Note	Curator	Mesh terms	Score
7512265	RGD	84352	Col1a2	rat	liver cirrhosis	http://purl.obolibrary.org/obo/DOID_5082					Fengwen	Rats;Pyrrolidonecarboxylic Acid;Rats	1
15447999	RGD	324	APC	human	gallbladder cancer	http://purl.obolibrary.org/obo/DOID_3121					Fengwen	Chronic Disease;DNA Methylation;Female;Gallbladder Neoplasms;Cell Differentiation;Cholecystitis;Aged;Aged	0
17036352	Manual Curation	9968	MED12	human	autism spectrum disorder	http://purl.obolibrary.org/obo/DOID_0060041					Fengwen	Marfan Syndrome;Mental Retardation	0
17903305	GWAS_Catalog	1277	COL1A1	human	breast cancer	http://purl.obolibrary.org/obo/DOID_1612					Fengwen	Cohort Studies;Disease Susceptibility;Female;Genome	0
18839057	GWAS_Catalog	1759	DNM1	human	attention deficit hyperactivity disorder	http://purl.obolibrary.org/obo/DOID_1094					Fengwen	Chromosomes;Cell Adhesion Molecules;Adult;Attention Deficit Disorder with Hyperactivity;Neuronal Plasticity;Genome-Wide Association Study;Genotype;Genome	0
19159017	RGD	7099	TLR4	human	asthma	http://purl.obolibrary.org/obo/DOID_2841					Fengwen	Toll-Like Receptor 4;Alleles;Adolescent;Antigens	0
20445134	GWAS_Catalog	2769	GNA15	human	congestive heart failure	http://purl.obolibrary.org/obo/DOID_6000					Fengwen	Genome-Wide Association Study;Heart Failure;Humans;Incidence;Male;Middle Aged;Aged;Aged	2
21490949	GWAS_Catalog	5357	PLS1	human	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/DOID_9352					Fengwen	Genetic Predisposition to Disease;Genome-Wide Association Study;Humans;Female;Genetic Loci;Cyclin-Dependent Kinase 5;Diabetes Mellitus	2
21517111	CTD	3146	HMGB1	human	esophageal cancer	http://purl.obolibrary.org/obo/DOID_5041					Fengwen	HSP70 Heat-Shock Proteins;Gene Expression Regulation	1
21901158	GWAS_Catalog	60685	ZFAND3	human	Insulin resistance	http://purl.obolibrary.org/obo/HP_0000855					Fengwen	European Continental Ancestry Group;DNA Copy Number Variations;Alleles;African Americans;Adult;Insulin Resistance;Hypertension;Humans;Genome-Wide Association Study;Female;Fasting;Male;Polymorphism	0
21943158	GWAS_Catalog	590	BCHE	human	cardiovascular system disease	http://purl.obolibrary.org/obo/DOID_1287					Fengwen	Humans;2'	2
22451204	GWAS_Catalog	6456	SH3GL2	human	Parkinson's disease	http://purl.obolibrary.org/obo/DOID_14330					Fengwen	Nerve Tissue Proteins;Humans;Glycoproteins;Parkinson Disease;Polymorphism	3
22488850	GWAS_Catalog	339568	LOC339568	human	substance dependence	http://purl.obolibrary.org/obo/DOID_9973					Fengwen	Genetics	3
22491018	GWAS_Catalog	6538	SLC6A11	human	rheumatoid arthritis	http://purl.obolibrary.org/obo/DOID_7148					Fengwen		3
22959728	GWAS_Catalog	3909	LAMA3	human	amyotrophic lateral sclerosis	http://purl.obolibrary.org/obo/DOID_332					Fengwen	Amyotrophic Lateral Sclerosis;Aged	2
23144326	GWAS_Catalog	2138	EYA1	human	chronic obstructive pulmonary disease	http://purl.obolibrary.org/obo/DOID_3083					Fengwen	C-Reactive Protein;Fibrinogen;Female;Genetic Markers;Genome-Wide Association Study;Genetic Predisposition to Disease;Interleukin-6;Humans;Interleukin-8;Pulmonary Disease	2
23212062	GWAS_Catalog	55083	KIF26B	human	schizophrenia	http://purl.obolibrary.org/obo/DOID_5419					Fengwen	Schizophrenic Psychology;Case-Control Studies;Schizophrenia;Genome-Wide Association Study;Humans;Factor Analysis	0
23251661	GWAS_Catalog	6521	SLC4A1	human	obesity	http://purl.obolibrary.org/obo/DOID_9970					Fengwen	Genome-Wide Association Study;Genetic Predisposition to Disease;Genotype;Obesity;Polymorphism	2
23894747	GWAS_Catalog	57514	ARHGAP31	human	schizophrenia	http://purl.obolibrary.org/obo/DOID_5419					Fengwen	Polymorphism	3
9299528	Manual Curation	1571	CYP2E1	human	alcohol-related neurodevelopmental disorder	http://purl.obolibrary.org/obo/DOID_0050667					Fengwen	Cytochrome P-450 CYP2E1;Fetal Alcohol Syndrome;Brain;Adult;Animals;Rats;RNA	1
9380243	CTD	213	ALB	human	hypersensitivity reaction type III disease	http://purl.obolibrary.org/obo/DOID_1557					Fengwen	Dietary Supplements;Antibody Affinity;Diet;Animals;Proteinuria;Serum Albumin	1
9767399	CTD	5173	PDYN	human	toxic encephalopathy	http://purl.obolibrary.org/obo/DOID_3602					Fengwen	Animals;Protein Precursors;Corpus Striatum;Autoradiography;Behavior	1
12358896	CTD	5744	PTHLH	human	vascular disease	http://purl.obolibrary.org/obo/DOID_178					Fengwen	Female;Aged;Humans;Hypercalcemia;Lymphoma	1
12768194	CTD	3458	IFNG	human	benign mesothelioma	http://purl.obolibrary.org/obo/DOID_2645					Fengwen	Female;Down-Regulation;DNA	1
14678746	CTD	3757	KCNH2	human	Arrhythmia	http://purl.obolibrary.org/obo/HP_0011675					Fengwen	Long QT Syndrome;Models	1
15059925	CTD	781	CACNA2D1	human	colon cancer;colonic neoplasm	http://purl.obolibrary.org/obo/DOID_219;http://purl.obolibrary.org/obo/DOID_235					Fengwen	Oligonucleotides;Oligonucleotide Array Sequence Analysis;Nucleic Acid Hybridization;RNA	1
15690356	Manual Curation	13866	Erbb2	mouse	alcohol-related birth defect	http://purl.obolibrary.org/obo/DOID_0050668					Fengwen	Odontogenesis;Mice;Maternal-Fetal Exchange;Molar;Mice	1
16497437	Manual Curation	22339	Vegfa	mouse	cerebral palsy	http://purl.obolibrary.org/obo/DOID_1969					Fengwen	Animals;Analysis of Variance;Brain;Cytokines;Embryo	1
16543248	CTD	5743	PTGS2	human	tongue cancer	http://purl.obolibrary.org/obo/DOID_8649					Fengwen	Mice;Mice	1
17324946	CTD	653361	NCF1	human	hypertension	http://purl.obolibrary.org/obo/DOID_10763					Fengwen	Male;Spironolactone;Superoxide Dismutase;Mineralocorticoid Receptor Antagonists;Kidney;Transforming Growth Factor beta;Hypertension;Indoles;Cardiac Output	1
18424623	CTD	7039	TGFA	human	pulmonary hypertension	http://purl.obolibrary.org/obo/DOID_6432					Fengwen	Gene Expression;Humans;Doxycycline;Mice;Quinazolines;Pulmonary Fibrosis;Bronchoalveolar Lavage Fluid;Transforming Growth Factor alpha;Receptor	1
19028472	CTD	4790	NFKB1	human	adenocarcinoma;granular cell carcinoma;cribriform carcinoma;tubular adenocarcinoma	http://purl.obolibrary.org/obo/DOID_299;http://purl.obolibrary.org/obo/DOID_4903;http://purl.obolibrary.org/obo/DOID_5675;http://purl.obolibrary.org/obo/DOID_4929					Fengwen	Intestinal Mucosa;Male;Colonic Neoplasms;Dextran Sulfate;Mitotic Index;Melatonin;Immunohistochemistry;Rats	1
19684330	Manual Curation	20202	S100a9	mouse	cerebral palsy	http://purl.obolibrary.org/obo/DOID_1969					Fengwen	Pregnancy;Premature Birth;Mice;Mifepristone;Oligonucleotide Array Sequence Analysis;Matrix Metalloproteinase 9;Animals;Analysis of Variance;Matrix Metalloproteinase 2;Cervical Ripening;Cytokines;Cervix Uteri;Desmoglein 1;Disease Models	1
11781503	Manual Curation	125	ADH1B	human	fetal alcohol syndrome	http://purl.obolibrary.org/obo/DOID_0050665					Fengwen	Gene Frequency;South Africa;Genetic Predisposition to Disease;Child	2
15042002	Manual Curation	3565	IL4	human	cerebral palsy	http://purl.obolibrary.org/obo/DOID_1969					Fengwen	Middle Aged;Interleukin-4;Interleukin-10;Infant	2
15961981	CTD	2784	GNB3	human	hypertension	http://purl.obolibrary.org/obo/DOID_10763					Fengwen	Heterotrimeric GTP-Binding Proteins;Humans;Alleles;Adult;Vasodilation;Polymorphism	2
20059468	Manual Curation	1235	CCR6	human	cerebral palsy	http://purl.obolibrary.org/obo/DOID_1969					Fengwen	Microarray Analysis;Male;Infant	2
20864405	CTD	2575	GAGE3	human	peripheral nervous system disease	http://purl.obolibrary.org/obo/DOID_574					Fengwen	Antineoplastic Agents;Boronic Acids;Chi-Square Distribution;Europe;Gene Expression Profiling;Gene Frequency;Genetic Predisposition to Disease;Humans;Middle Aged;Vincristine;Treatment Outcome;Multiple Myeloma;Young Adult;Risk Assessment;Risk Factors;Time Factors;Polymorphism	2
23049088	GWAS_Catalog	2272	FHIT	human	myopia	http://purl.obolibrary.org/obo/DOID_11830					Fengwen	Genotyping Techniques;Humans;Genome-Wide Association Study;Genotype;Myopia;Male;Middle Aged;Chromosomes	2
21326860	GWAS_Catalog	53339	BTBD1	human	Kawasaki disease	http://purl.obolibrary.org/obo/DOID_13378					Fengwen	Asian Continental Ancestry Group;Case-Control Studies;Child	3
21383967	GWAS_Catalog	200734	SPRED2	human	celiac disease;rheumatoid arthritis	http://purl.obolibrary.org/obo/DOID_10608;http://purl.obolibrary.org/obo/DOID_7148					Fengwen	Arthritis	3
22544366	GWAS_Catalog	10021	HCN4	human	familial atrial fibrillation	http://purl.obolibrary.org/obo/DOID_0050650					Fengwen	Young Adult;Middle Aged;Male;Risk Factors;Polymorphism	3
20609491	Manual Curation	83943	IMMP2L	human	attention deficit hyperactivity disorder	http://purl.obolibrary.org/obo/DOID_1094					Fengwen	Humans;Homeostasis;Synapses;Child Development Disorders	0
10407179	RGD	24716	Ret	rat	hypoglossal nerve disease	http://purl.obolibrary.org/obo/DOID_13814					Fengwen	Hypoglossal Nerve Injuries;Hypoglossal Nerve;Glial Cell Line-Derived Neurotrophic Factor Receptors;Motor Neurons;Male;Transcription	1
11922905	RGD	296456	Itgav	rat	coronary stenosis	http://purl.obolibrary.org/obo/DOID_4248					Fengwen	Up-Regulation;Tunica Intima;Vitronectin;Muscle	1
11948121	RGD	1234	CCR5	human	ovarian cancer	http://purl.obolibrary.org/obo/DOID_2394					Fengwen	RNA	1
12153980	RGD	16198	Il9	mouse	asthma	http://purl.obolibrary.org/obo/DOID_2841					Fengwen	Interleukin-9;Asthma;Antibodies;Animals;Inflammation;Disease Models	1
14525943	RGD	24788	Sord	rat	cardiomyopathy	http://purl.obolibrary.org/obo/DOID_0050700					Fengwen	Rats;Animals;Cardiotonic Agents;Pyrimidines;Organ Culture Techniques;Models	1
14557694	RGD	688	KLF5	human	coronary restenosis	http://purl.obolibrary.org/obo/DOID_4247					Fengwen	Risk Factors;Myocytes	1
15017593	RGD	983	CDK1	human	gallbladder cancer	http://purl.obolibrary.org/obo/DOID_3121					Fengwen	Paraffin Embedding;Pancreatic Neoplasms;Protein Array Analysis;Humans;Histocytological Preparation Techniques;Fluorescent Antibody Technique	1
15139011	RGD	24854	Clu	rat	ischemia	http://purl.obolibrary.org/obo/DOID_326					Fengwen	Disease Models	1
15496935	RGD	116663	Dusp6	rat	visual epilepsy	http://purl.obolibrary.org/obo/DOID_11832					Fengwen	RNA;Protein Tyrosine Phosphatases;Phosphorylation;Oligonucleotide Probes;Male;Limbic System;In Situ Hybridization;Isoenzymes;Electroshock;Immunohistochemistry;Blotting	1
15882815	RGD	25692	Plat	rat	brain ischemia	http://purl.obolibrary.org/obo/DOID_2316					Fengwen	Hippocampus;Tissue Plasminogen Activator;Rats	1
16516154	RGD	55938	Apom	mouse	diabetes mellitus	http://purl.obolibrary.org/obo/DOID_9351					Fengwen	Apolipoproteins;Liver;Mice;Female;Dose-Response Relationship	1
17142801	RGD	14870	Gstp1	mouse	vascular disease	http://purl.obolibrary.org/obo/DOID_178					Fengwen	Mice;NAD(P)H Dehydrogenase (Quinone);NADPH Dehydrogenase;Liver;Liver Transplantation;Animals;Gene Expression Regulation;Humans;Kidney Diseases;Up-Regulation;Signal Transduction;Reperfusion Injury;Promoter Regions	1
17293374	RGD	11540	Adora2a	mouse	asthma	http://purl.obolibrary.org/obo/DOID_2841					Fengwen	Cyclic AMP;Tyrosine;I-kappa B Proteins;Disease Models	1
17925007	RGD	81897	Tlr9	mouse	adult respiratory distress syndrome	http://purl.obolibrary.org/obo/DOID_11394					Fengwen	Animals;Bronchoalveolar Lavage Fluid;NF-kappa B;Oligodeoxyribonucleotides;Peroxidase;Pneumonia;Mice;Mice	1
19201771	RGD	21898	Tlr4	mouse	lung disease	http://purl.obolibrary.org/obo/DOID_850					Fengwen	Antigens	1
19265174	RGD	16182	Il18r1	mouse	lung disease	http://purl.obolibrary.org/obo/DOID_850					Fengwen	Mice;Male;Mice	1
19360122	RGD	107607	Nod1	mouse	bacterial pneumonia	http://purl.obolibrary.org/obo/DOID_874					Fengwen	Nod Signaling Adaptor Proteins;Animals;Bone Marrow Cells;Nitric Oxide Synthase Type II;Chemokines;Chlamydophila Infections;Flow Cytometry;Enzyme-Linked Immunosorbent Assay;Macrophages;Immunity	1
19473340	RGD	25553	Slc6a4	rat	pulmonary hypertension	http://purl.obolibrary.org/obo/DOID_6432					Fengwen	Fluoxetine;Dose-Response Relationship	1
20417695	RGD	24225	Bdnf	rat	brain ischemia	http://purl.obolibrary.org/obo/DOID_2316					Fengwen	Animals;Active Transport	1
20538901	RGD	170915	Ep300	rat	Sepsis	http://purl.obolibrary.org/obo/HP_0100806					Fengwen	RNA	1
21346625	RGD	24180	Agtr1a	rat	hypertension	http://purl.obolibrary.org/obo/DOID_10763					Fengwen	Animals;Kidney;Male;Rats;Radioimmunoassay;Rats	1
21542009	RGD	11596	Ager	mouse	osteoporosis	http://purl.obolibrary.org/obo/DOID_11476					Fengwen	Osteogenesis;Protein Structure	1
22361326	RGD	16176	Il1b	mouse	Kawasaki disease	http://purl.obolibrary.org/obo/DOID_13378					Fengwen	Animals;Mucocutaneous Lymph Node Syndrome;Arteritis;Mice	1
22610502	GWAS_Catalog	91869	RFT1	human	smallpox	http://purl.obolibrary.org/obo/DOID_8736					Fengwen	Enzyme-Linked Immunosorbent Assay;Genome-Wide Association Study;Cytokines;Smallpox Vaccine;Polymorphism	1
23272068	RGD	74180	Muc5b	mouse	dry eye syndrome	http://purl.obolibrary.org/obo/DOID_10140					Fengwen	Dry Eye Syndromes;Eye;Animals;Biopsy;DNA Primers;Fluorescein;Mice;Eye Diseases;Mice	1
7943665	Manual Curation	24248	Cat	rat	alcohol-related neurodevelopmental disorder	http://purl.obolibrary.org/obo/DOID_0050667					Fengwen	Rats	1
9267539	Manual Curation	24596	Ngfr	rat	alcohol-related neurodevelopmental disorder	http://purl.obolibrary.org/obo/DOID_0050667					Fengwen	Ethanol;Male;Fetal Alcohol Syndrome;Female;Brain Mapping;Animals;Rats;Rats	1
11058790	Manual Curation	5915	RARB	human	alcohol-related neurodevelopmental disorder	http://purl.obolibrary.org/obo/DOID_0050667					Fengwen	RNA	1
11507057	CTD	6648	SOD2	human	skin cancer;skin benign neoplasm	http://purl.obolibrary.org/obo/DOID_4159;http://purl.obolibrary.org/obo/DOID_3165					Fengwen	Disease Models	1
12036520	Manual Curation	50592	Gria1	rat	alcohol-related neurodevelopmental disorder	http://purl.obolibrary.org/obo/DOID_0050667					Fengwen	Excitatory Amino Acid Antagonists;Ethanol;Tritium;Dizocilpine Maleate;Pregnancy;Neocortex;Fetal Alcohol Syndrome;Female;Rats;Rats	1
12586429	Manual Curation	25730	Ntf4	rat	alcohol-related neurodevelopmental disorder	http://purl.obolibrary.org/obo/DOID_0050667					Fengwen	Rats;Animals;Animals	1
14615274	Manual Curation	18534	Pck1	mouse	fetal alcohol spectrum disorder	http://purl.obolibrary.org/obo/DOID_0050696					Fengwen	Protein Biosynthesis;Homeostasis;Phosphoenolpyruvate Carboxykinase (ATP);Pregnancy;Rats	1
15002731	Manual Curation	20393	Sgk1	mouse	alcohol abuse	http://purl.obolibrary.org/obo/DOID_1574					Fengwen	Computer Systems;Ethanol;Central Nervous System Depressants;Brain;Species Specificity;Animals;Mice	1
15082940	Manual Curation	19771	Rlbp1	mouse	alcohol abuse;alcohol preference	http://purl.obolibrary.org/obo/DOID_1574;http://purl.obolibrary.org/obo/MP_0001987					Fengwen	Quantitative Trait Loci;Qa-SNARE Proteins;Transcription	1
15188277	Manual Curation	29613	Ntrk3	rat	alcohol-related neurodevelopmental disorder	http://purl.obolibrary.org/obo/DOID_0050667					Fengwen	Central Nervous System Depressants;Disease Models	1
15308739	CTD	6421	SFPQ	human	Human immunodeficiency virus infectious disease	http://purl.obolibrary.org/obo/DOID_526					Fengwen	Virus Latency;Virus Replication;Time Factors;Reverse Transcriptase Polymerase Chain Reaction;Virus Activation;RNA	1
15887859	CTD	6648	SOD2	human	thyroid cancer	http://purl.obolibrary.org/obo/DOID_1781					Fengwen	Immunohistochemistry;Humans;Superoxide Dismutase;Proteomics;Cell Nucleus;Cell Line	1
15964507	CTD	14867	Gstm6	mouse	neurodegenerative disease	http://purl.obolibrary.org/obo/DOID_1289					Fengwen	Superoxide Dismutase;Reactive Oxygen Species;Reverse Transcriptase Polymerase Chain Reaction;Prion Diseases;Phenotype;Pharmacogenetics;Neurodegenerative Diseases;Glutathione;Oxidative Stress;Genotype;Mitochondria;Glutamate-Ammonia Ligase;Gene Expression Regulation;Free Radical Scavengers;DNA	1
16914643	CTD	114	ADCY8	human	withdrawal disorder	http://purl.obolibrary.org/obo/DOID_0060001					Fengwen	Mice	1
16986516	Manual Curation	25742	S100b	rat	alcohol-related neurodevelopmental disorder	http://purl.obolibrary.org/obo/DOID_0050667					Fengwen	Brain;Animals;Rats	1
17043644	CTD	1540	CYLD	human	non-small cell lung carcinoma	http://purl.obolibrary.org/obo/DOID_3908					Fengwen	Adenocarcinoma;Carcinoma	1
17374397	CTD	23460	ABCA6	human	allergic contact dermatitis	http://purl.obolibrary.org/obo/DOID_3042					Fengwen	Humans;Irritants;Gene Expression Profiling;Gene Expression Regulation;Dendritic Cells;Skin;Skin Tests;Dermatitis	1
18283098	Manual Curation	64033	Ccnd2	rat	alcohol-related neurodevelopmental disorder	http://purl.obolibrary.org/obo/DOID_0050667					Fengwen	Pregnancy;Cells	1
19091803	Manual Curation	15436	Hoxd4	mouse	alcohol-related neurodevelopmental disorder	http://purl.obolibrary.org/obo/DOID_0050667					Fengwen	Animals;Brain;Dietary Supplements;Ethanol;Female;Folic Acid;Homeodomain Proteins;Gene Expression Regulation;Immunohistochemistry;Maze Learning;Mice;Mice	1
20738730	CTD	8863	PER3	human	withdrawal disorder	http://purl.obolibrary.org/obo/DOID_0060001					Fengwen	Circadian Rhythm;Brain;Behavior	1
20844835	CTD	59272	ACE2	human	diabetes mellitus	http://purl.obolibrary.org/obo/DOID_9351					Fengwen	Rats	1
21036696	CTD	23462	HEY1	human	breast cancer	http://purl.obolibrary.org/obo/DOID_1612					Fengwen	Female;Humans;Thiadiazoles;Cyclic S-Oxides;Breast Neoplasms;Spheroids	1
21073715	Manual Curation	29458	Neurod1	rat	alcohol-related neurodevelopmental disorder	http://purl.obolibrary.org/obo/DOID_0050667					Fengwen	Fetal Alcohol Syndrome;Female;Eye Proteins;Homeodomain Proteins;Glutamic Acid;Cell Proliferation;Cell Differentiation;Animals;Ethanol;Cells	1
21249143	Manual Curation	18008	Nes	mouse	cerebral palsy	http://purl.obolibrary.org/obo/DOID_1969					Fengwen	Brain;Animals	1
21382466	Manual Curation	18823	Plp1	mouse	Abnormality of prenatal development or birth;abnormal dendritic cell number	http://purl.obolibrary.org/obo/HP_0001197;http://purl.obolibrary.org/obo/MP_0008125					Fengwen	Lipopolysaccharides;Placenta;Pregnancy;Interleukin-6;Parturition;Premature Birth;Inflammation;Pregnancy Complications;Uterus;Infant	1
21652733	CTD	92335	STRADA	human	childhood medulloblastoma;adult medulloblastoma;medulloblastoma;medullomyoblastoma	http://purl.obolibrary.org/obo/DOID_3869;http://purl.obolibrary.org/obo/DOID_3864;http://purl.obolibrary.org/obo/DOID_3858;http://purl.obolibrary.org/obo/DOID_3861					Fengwen	RNA Interference;Proto-Oncogene Proteins;RNA	1
21685359	CTD	6275	S100A4	human	colon cancer;colonic neoplasm	http://purl.obolibrary.org/obo/DOID_219;http://purl.obolibrary.org/obo/DOID_235					Fengwen	Wnt Proteins;beta Catenin;Tumor Markers	1
22323126	CTD	1499	CTNNB1	human	colonic neoplasm;colon cancer	http://purl.obolibrary.org/obo/DOID_235;http://purl.obolibrary.org/obo/DOID_219					Fengwen	Male;beta Catenin;RNA	1
22491424	CTD	9474	ATG5	human	liver disease	http://purl.obolibrary.org/obo/DOID_409					Fengwen	Animals;Autophagy;Mice	1
3944267	RGD	344	APOC2	human	Hypertriglyceridemia	http://purl.obolibrary.org/obo/HP_0002155					Fengwen	Triglycerides;Adult;Apolipoprotein C-II;Apolipoproteins C;Male;Lipoproteins;Lipoproteins	2
9853108	RGD	2674	GFRA1	human	Churg-Strauss syndrome	http://purl.obolibrary.org/obo/DOID_3049					Fengwen	Charcot-Marie-Tooth Disease;Proto-Oncogene Proteins;Proto-Oncogene Proteins c-ret;Axons;Polyradiculoneuropathy;Receptor Protein-Tyrosine Kinases;RNA	2
10799310	RGD	9530	BAG4	human	pancreatic cancer	http://purl.obolibrary.org/obo/DOID_1793					Fengwen	Esophageal Neoplasms;Colonic Neoplasms;Colon;Cell Death;Carrier Proteins;Blotting	2
10802664	RGD	11081	KERA	human	corneal dystrophy;corneal granular dystrophy;macular corneal dystrophy	http://purl.obolibrary.org/obo/DOID_2566;http://purl.obolibrary.org/obo/DOID_12318;http://purl.obolibrary.org/obo/DOID_2565					Fengwen	Founder Effect;Eye Proteins;Molecular Sequence Data;Leucine;Humans;Physical Chromosome Mapping;Cornea;Proteoglycans;Mutation;Collagen;Amino Acid Sequence;Sequence Alignment;Corneal Diseases;	2
11875739	RGD	11200	CHEK2	human	vulva cancer	http://purl.obolibrary.org/obo/DOID_1245					Fengwen	Gene Expression Regulation	2
11901181	RGD	2683	B4GALT1	human	congenital disorder of glycosylation	http://purl.obolibrary.org/obo/DOID_5212					Fengwen	Galactose;Glycoproteins;Golgi Apparatus;Humans;Infant;Immunohistochemistry;Uridine Diphosphate Galactose;Leukocytes;Male;beta-N-Acetylglucosaminylglycopeptide beta-1	2
11910300	RGD	2778	GNAS	human	Orthostatic hypotension	http://purl.obolibrary.org/obo/HP_0001278					Fengwen	Sympathetic Nervous System;Risk Factors;Renin-Angiotensin System;Receptors	2
12054124	RGD	2690	GHR	human	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/DOID_9744					Fengwen	Humans;Insulin-Like Growth Factor Binding Protein 1;Human Growth Hormone;Female;Hemoglobin A	2
12590019	RGD	7941	PLA2G7	human	atherosclerosis	http://purl.obolibrary.org/obo/DOID_1936					Fengwen	Humans;Japan;Male;Middle Aged;Female;Genotype;Mutation	2
14677813	RGD	7295	TXN	human	myocardial infarction	http://purl.obolibrary.org/obo/DOID_5844					Fengwen	Aged;Aged	2
14996674	RGD	2153	F5	human	pulmonary embolism	http://purl.obolibrary.org/obo/DOID_9477					Fengwen	Venous Thrombosis;Risk Factors;Pulmonary Embolism;Odds Ratio;Aged;Adult;Body Mass Index;Aged	2
15284449	RGD	5468	PPARG	human	carotid artery disease	http://purl.obolibrary.org/obo/DOID_3407					Fengwen	Tunica Media;Tunica Intima;Humans;Indians	2
16514903	RGD	183	AGT	human	obesity	http://purl.obolibrary.org/obo/DOID_9970					Fengwen	Angiotensinogen;Adult;Aged;Spain;Polymorphism	2
16875506	RGD	5465	PPARA	human	cystic fibrosis	http://purl.obolibrary.org/obo/DOID_1485					Fengwen	Inflammation Mediators;Male;Adult;Lymphocytes;Down-Regulation;Cystic Fibrosis;Humans;Gene Expression Regulation;RNA	2
17562079	RGD	1312	COMT	human	breast cancer	http://purl.obolibrary.org/obo/DOID_1612					Fengwen	Estrogen Receptor alpha;China;Case-Control Studies;Catechol O-Methyltransferase;Breast Neoplasms;Base Sequence;Adult;Aromatase;Middle Aged;Humans;Risk Factors;Polymorphism	2
18612134	RGD	5743	PTGS2	human	breast cancer	http://purl.obolibrary.org/obo/DOID_1612					Fengwen	Treatment Failure;Sulfonamides;Pyrazoles;Reverse Transcriptase Polymerase Chain Reaction;Androstadienes;Antineoplastic Agents;Aromatase Inhibitors;Breast Neoplasms;Cyclooxygenase Inhibitors;Cyclooxygenase 2;Female;Gene Expression Regulation	2
18711365	GWAS_Catalog	288	ANK3	human	bipolar disorder	http://purl.obolibrary.org/obo/DOID_3312					Fengwen	Bipolar Disorder;Calcium Channels	2
18760908	RGD	4318	MMP9	human	lymphangioleiomyomatosis	http://purl.obolibrary.org/obo/DOID_3319					Fengwen	Case-Control Studies;Adult;Female;Neoplasm Proteins;Electrophoresis	2
19010793	GWAS_Catalog	64478	CSMD1	human	multiple sclerosis	http://purl.obolibrary.org/obo/DOID_2377					Fengwen	Prospective Studies;Young Adult;Phenotype;Polymorphism	2
19453654	RGD	3162	HMOX1	human	berylliosis	http://purl.obolibrary.org/obo/DOID_10322					Fengwen	Middle Aged;Up-Regulation;Oxidative Stress;Reference Values;Retrospective Studies;Sarcoidosis;Sputum;Adult;Berylliosis;Female;Heme Oxygenase-1;Humans;Male;	2
19763595	RGD	7097	TLR2	human	rhinitis	http://purl.obolibrary.org/obo/DOID_4483					Fengwen	Polymorphism	2
19832990	RGD	6403	SELP	human	Sjogren's syndrome	http://purl.obolibrary.org/obo/DOID_12894					Fengwen	Arthritis	2
20351715	GWAS_Catalog	775	CACNA1C	human	bipolar disorder;major depressive disorder	http://purl.obolibrary.org/obo/DOID_3312;http://purl.obolibrary.org/obo/DOID_1470					Fengwen	Genome-Wide Association Study;Humans;Depressive Disorder	2
20452100	GWAS_Catalog	5649	RELN	human	Alzheimer's disease	http://purl.obolibrary.org/obo/DOID_10652					Fengwen	Health Status;Female;Signal Transduction;Genome-Wide Association Study;Male;Serine Endopeptidases;Humans;Longitudinal Studies;Polymorphism	2
20694148	GWAS_Catalog	9415	FADS2	human	disease of metabolism	http://purl.obolibrary.org/obo/DOID_0014667					Fengwen	Adult;Aged;Asian Continental Ancestry Group;Blood Pressure;Cholesterol	2
21051598	GWAS_Catalog	3106	HLA-B	human	Human immunodeficiency virus infectious disease	http://purl.obolibrary.org/obo/DOID_526					Fengwen	HIV Infections;HIV Long-Term Survivors;Viral Load;Antigen Presentation;Amino Acids;Alleles;Disease Progression;Cohort Studies;CD8-Positive T-Lymphocytes;Genome-Wide Association Study;Genes	2
21062445	RGD	3578	IL9	human	adult respiratory distress syndrome	http://purl.obolibrary.org/obo/DOID_11394					Fengwen	Adolescent;Adult;Aged;Cytokines;Female;Humans;Influenza A Virus	2
21114432	RGD	5329	PLAUR	human	Crohn's disease	http://purl.obolibrary.org/obo/DOID_8778					Fengwen	Antibodies	2
21386085	GWAS_Catalog	1071	CETP	human	disease of metabolism	http://purl.obolibrary.org/obo/DOID_0014667					Fengwen	Adult;Aged;Female;Genetic Predisposition to Disease;Genome-Wide Association Study;Polymorphism	2
21801394	GWAS_Catalog	170679	PSORS1C1	human	Stevens-Johnson syndrome	http://purl.obolibrary.org/obo/DOID_0050426					Fengwen	Male;Humans;Pharmaceutical Preparations;Odds Ratio;European Continental Ancestry Group;Europe;Female;Genome-Wide Association Study;Gene Frequency;HLA-B Antigens;Allopurinol;Case-Control Studies;Epidermal Necrolysis	2
22142827	GWAS_Catalog	112744	IL17F	human	pancreatic cancer	http://purl.obolibrary.org/obo/DOID_1793					Fengwen	Linkage Disequilibrium;Kaplan-Meier Estimate;Randomized Controlled Trials as Topic;Humans;Interleukin-17;Female;Genome-Wide Association Study;Double-Blind Method;Deoxycytidine;Aged;Antimetabolites	2
22293688	GWAS_Catalog	149233	IL23R	human	Crohn's disease	http://purl.obolibrary.org/obo/DOID_8778					Fengwen	Crohn Disease;Chromosome Mapping;Diabetes Mellitus	2
22449478	RGD	283	ANG	human	Alzheimer's disease	http://purl.obolibrary.org/obo/DOID_10652					Fengwen	Cognition;Female;Humans;Aged;Aged	2
