GeneSymbol	GeneId	PrimaryPubMed	EvidenceCode	Comments	IsNegative	ExternalDatabase	DatabaseLink	Phenotypes
TNF	7124	1901333	TAS	DiseaseName: Leishmaniasis, Visceral (MESH:D007898); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7124&diseaseAcc=MESH:D007898	visceral leishmaniasis
ABAT	18	10407778	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=18&diseaseAcc=MESH:D012640	visual epilepsy
ABCB1A	18671	17437408	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=18671&diseaseAcc=MESH:D012640	visual epilepsy
ABCC2	1244	16504477	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1244&diseaseAcc=MESH:D012640	visual epilepsy
ACHE	43	19941057	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=43&diseaseAcc=MESH:D012640	visual epilepsy
ADORA2A	135	19488739	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=135&diseaseAcc=MESH:D012640	visual epilepsy
ADRA1B	147	19125850	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=147&diseaseAcc=MESH:D012640	visual epilepsy
AGT	183	16771832	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=183&diseaseAcc=MESH:D012640	visual epilepsy
ALAD	210	19798568	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=210&diseaseAcc=MESH:D012640	visual epilepsy
ALPL	249	7550313	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: therapeutic		CTD	/detail.go?type=relationship&geneAcc=249&diseaseAcc=MESH:D012640	visual epilepsy
APEX1	328	20446108	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=328&diseaseAcc=MESH:D012640	visual epilepsy
BCHE	590	20971807	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: therapeutic		CTD	/detail.go?type=relationship&geneAcc=590&diseaseAcc=MESH:D012640	visual epilepsy
BCHE	590	8667461	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: therapeutic		CTD	/detail.go?type=relationship&geneAcc=590&diseaseAcc=MESH:D012640	visual epilepsy
BDNF	627	15781040	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=627&diseaseAcc=MESH:D012640	visual epilepsy
BDNF	627	21269288	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=627&diseaseAcc=MESH:D012640	visual epilepsy
BDNF	627	9073163	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=627&diseaseAcc=MESH:D012640	visual epilepsy
BSS	32600	14978727	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=32600&diseaseAcc=MESH:D012640	visual epilepsy
CAT	847	18096215	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=847&diseaseAcc=MESH:D012640	visual epilepsy
CAT	847	19616071	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=847&diseaseAcc=MESH:D012640	visual epilepsy
CAT	847	20592767	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=847&diseaseAcc=MESH:D012640	visual epilepsy
CCK	885	6265841	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: therapeutic		CTD	/detail.go?type=relationship&geneAcc=885&diseaseAcc=MESH:D012640	visual epilepsy
CDKL5	6792	22264704	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6792&diseaseAcc=MESH:D012640	visual epilepsy
CHAT	1103	19941057	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1103&diseaseAcc=MESH:D012640	visual epilepsy
CHRM1	1128	10069499	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1128&diseaseAcc=MESH:D012640	visual epilepsy
CHRM1	1128	11392617	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1128&diseaseAcc=MESH:D012640	visual epilepsy
CHRM1	1128	12091480	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1128&diseaseAcc=MESH:D012640	visual epilepsy
CHRM1	1128	12713643	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1128&diseaseAcc=MESH:D012640	visual epilepsy
CHRM1	1128	8028781	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1128&diseaseAcc=MESH:D012640	visual epilepsy
CHRNA3	1136	15275829	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1136&diseaseAcc=MESH:D012640	visual epilepsy
CHRNA4	1137	10942032	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1137&diseaseAcc=MESH:D012640	visual epilepsy
CHRNA4	1137	16339034	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1137&diseaseAcc=MESH:D012640	visual epilepsy
CHRNA5	1138	14996991	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1138&diseaseAcc=MESH:D012640	visual epilepsy
CHRNA5	1138	9495872	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1138&diseaseAcc=MESH:D012640	visual epilepsy
CHRNA7	1139	10565853	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1139&diseaseAcc=MESH:D012640	visual epilepsy
CHRNA7	1139	10942032	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1139&diseaseAcc=MESH:D012640	visual epilepsy
CHRNA7	1139	11893908	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1139&diseaseAcc=MESH:D012640	visual epilepsy
CHRNA7	1139	14996991	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1139&diseaseAcc=MESH:D012640	visual epilepsy
CHRNA7	1139	9495872	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1139&diseaseAcc=MESH:D012640	visual epilepsy
CHRNB4	1143	14996991	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1143&diseaseAcc=MESH:D012640	visual epilepsy
CHRNB4	1143	15275829	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1143&diseaseAcc=MESH:D012640	visual epilepsy
CNR1	1268	12954810	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1268&diseaseAcc=MESH:D012640	visual epilepsy
CRH	1392	11074187	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1392&diseaseAcc=MESH:D012640	visual epilepsy
CRH	1392	1596084	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1392&diseaseAcc=MESH:D012640	visual epilepsy
CRH	1392	1700951	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1392&diseaseAcc=MESH:D012640	visual epilepsy
CRH	1392	1914160	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1392&diseaseAcc=MESH:D012640	visual epilepsy
CRH	1392	7821275	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1392&diseaseAcc=MESH:D012640	visual epilepsy
CRH	1392	8923670	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1392&diseaseAcc=MESH:D012640	visual epilepsy
CYP11A1	1583	19125849	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: therapeutic		CTD	/detail.go?type=relationship&geneAcc=1583&diseaseAcc=MESH:D012640	visual epilepsy
DRD1A	13488	1451735	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=13488&diseaseAcc=MESH:D012640	visual epilepsy
DRD1A	13488	1829682	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=13488&diseaseAcc=MESH:D012640	visual epilepsy
DRD2	1813	11860278	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=1813&diseaseAcc=MESH:D012640	visual epilepsy
DRD2	1813	1829682	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=1813&diseaseAcc=MESH:D012640	visual epilepsy
DRD2	1813	7936204	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=1813&diseaseAcc=MESH:D012640	visual epilepsy
DRD3	1814	18566292	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: therapeutic		CTD	/detail.go?type=relationship&geneAcc=1814&diseaseAcc=MESH:D012640	visual epilepsy
EAS	32585	14978727	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=32585&diseaseAcc=MESH:D012640	visual epilepsy
FGF2	2247	21269288	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: therapeutic		CTD	/detail.go?type=relationship&geneAcc=2247&diseaseAcc=MESH:D012640	visual epilepsy
FOS	2353	11955713	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2353&diseaseAcc=MESH:D012640	visual epilepsy
FOS	2353	12946577	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2353&diseaseAcc=MESH:D012640	visual epilepsy
FOS	2353	8923670	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2353&diseaseAcc=MESH:D012640	visual epilepsy
FOS	2353	9630518	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2353&diseaseAcc=MESH:D012640	visual epilepsy
FOXG1	2290	18627055	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2290&diseaseAcc=MESH:D012640	visual epilepsy
GABRA5	2558	8985701	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2558&diseaseAcc=MESH:D012640	visual epilepsy
GAD2	2572	8954991	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2572&diseaseAcc=MESH:D012640	visual epilepsy
GAD2	2572	8985701	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2572&diseaseAcc=MESH:D012640	visual epilepsy
GAMT	2593	15651030	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2593&diseaseAcc=MESH:D012640	visual epilepsy
GHRL	51738	19429016	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: therapeutic		CTD	/detail.go?type=relationship&geneAcc=51738&diseaseAcc=MESH:D012640	visual epilepsy
GNB3	2784	18855531	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2784&diseaseAcc=MESH:D012640	visual epilepsy
GRIK1	2897	12080343	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2897&diseaseAcc=MESH:D012640	visual epilepsy
HCN1	348980	20384728	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=348980&diseaseAcc=MESH:D012640	visual epilepsy
HTR1A	3350	12646302	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=3350&diseaseAcc=MESH:D012640	visual epilepsy
HTR1A	3350	16313900	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=3350&diseaseAcc=MESH:D012640	visual epilepsy
HTR1A	3350	2533336	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=3350&diseaseAcc=MESH:D012640	visual epilepsy
HTR1B	3351	2533336	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3351&diseaseAcc=MESH:D012640	visual epilepsy
IFNB1	3456	12432978	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3456&diseaseAcc=MESH:D012640	visual epilepsy
IL1B	3553	16824509	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3553&diseaseAcc=MESH:D012640	visual epilepsy
IL6	3569	12836160	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3569&diseaseAcc=MESH:D012640	visual epilepsy
IMPA1	3612	17460611	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3612&diseaseAcc=MESH:D012640	visual epilepsy
INS	3630	14714756	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3630&diseaseAcc=MESH:D012640	visual epilepsy
INS	3630	4115818	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3630&diseaseAcc=MESH:D012640	visual epilepsy
INS1	16333	3084764	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=16333&diseaseAcc=MESH:D012640	visual epilepsy
INS1	16333	3928877	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=16333&diseaseAcc=MESH:D012640	visual epilepsy
INS1	16333	6797439	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=16333&diseaseAcc=MESH:D012640	visual epilepsy
KCNJ11	3767	18021373	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3767&diseaseAcc=MESH:D012640	visual epilepsy
LEP	3952	17993459	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: therapeutic		CTD	/detail.go?type=relationship&geneAcc=3952&diseaseAcc=MESH:D012640	visual epilepsy
LETM1	3954	14706454	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3954&diseaseAcc=MESH:D012640	visual epilepsy
MECP2	4204	19921286	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4204&diseaseAcc=MESH:D012640	visual epilepsy
MIB	352910	20943912	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=352910&diseaseAcc=MESH:D012640	visual epilepsy
MPDZ	8777	14960011	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=8777&diseaseAcc=MESH:D012640	visual epilepsy
NGF	4803	18815271	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4803&diseaseAcc=MESH:D012640	visual epilepsy
NGFR	4804	10436046	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4804&diseaseAcc=MESH:D012640	visual epilepsy
NOS1	4842	8749039	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4842&diseaseAcc=MESH:D012640	visual epilepsy
NOS2	4843	19559095	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4843&diseaseAcc=MESH:D012640	visual epilepsy
NPY	4852	15451008	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=4852&diseaseAcc=MESH:D012640	visual epilepsy
NPY	4852	16194568	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=4852&diseaseAcc=MESH:D012640	visual epilepsy
NPY	4852	18005069	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=4852&diseaseAcc=MESH:D012640	visual epilepsy
NRP2	8828	18657176	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=8828&diseaseAcc=MESH:D012640	visual epilepsy
OPRK1	4986	1675896	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=4986&diseaseAcc=MESH:D012640	visual epilepsy
OPRK1	4986	18042875	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=4986&diseaseAcc=MESH:D012640	visual epilepsy
OPRM1	4988	1675896	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4988&diseaseAcc=MESH:D012640	visual epilepsy
OPRM1	4988	18042875	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4988&diseaseAcc=MESH:D012640	visual epilepsy
OXT	5020	19397503	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5020&diseaseAcc=MESH:D012640	visual epilepsy
OXT	5020	292422	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5020&diseaseAcc=MESH:D012640	visual epilepsy
OXT	5020	3923190	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5020&diseaseAcc=MESH:D012640	visual epilepsy
OXT	5020	5067144	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5020&diseaseAcc=MESH:D012640	visual epilepsy
OXT	5020	5493616	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5020&diseaseAcc=MESH:D012640	visual epilepsy
OXT	5020	644406	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5020&diseaseAcc=MESH:D012640	visual epilepsy
PAM	5066	19815072	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5066&diseaseAcc=MESH:D012640	visual epilepsy
PDYN	5173	1675896	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: therapeutic		CTD	/detail.go?type=relationship&geneAcc=5173&diseaseAcc=MESH:D012640	visual epilepsy
PIGM	93183	16767100	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=93183&diseaseAcc=MESH:D012640	visual epilepsy
PNKP	11284	20118933	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=11284&diseaseAcc=MESH:D012640	visual epilepsy
POLG	5428	20138553	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5428&diseaseAcc=MESH:D012640	visual epilepsy
POLG	5428	20446108	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5428&diseaseAcc=MESH:D012640	visual epilepsy
POMC	5443	1656808	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=5443&diseaseAcc=MESH:D012640	visual epilepsy
POMC	5443	2169275	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=5443&diseaseAcc=MESH:D012640	visual epilepsy
POMC	5443	2554740	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=5443&diseaseAcc=MESH:D012640	visual epilepsy
POMC	5443	2821097	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=5443&diseaseAcc=MESH:D012640	visual epilepsy
POMC	5443	6324019	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=5443&diseaseAcc=MESH:D012640	visual epilepsy
POMC	5443	7127082	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=5443&diseaseAcc=MESH:D012640	visual epilepsy
PTGS2	5743	14518562	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5743&diseaseAcc=MESH:D012640	visual epilepsy
PVALB	5816	18495095	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5816&diseaseAcc=MESH:D012640	visual epilepsy
RBFOX1	54715	21623373	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=54715&diseaseAcc=MESH:D012640	visual epilepsy
RDL	39054	17074045	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=39054&diseaseAcc=MESH:D012640	visual epilepsy
SDA	44359	14978727	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=44359&diseaseAcc=MESH:D012640	visual epilepsy
SIGMAR1	10280	11684152	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=10280&diseaseAcc=MESH:D012640	visual epilepsy
SLC17A7	57030	18495095	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=57030&diseaseAcc=MESH:D012640	visual epilepsy
SLC2A1	6513	10980529	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6513&diseaseAcc=MESH:D012640	visual epilepsy
SLC2A1	6513	11603379	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6513&diseaseAcc=MESH:D012640	visual epilepsy
SLC2A1	6513	9462754	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6513&diseaseAcc=MESH:D012640	visual epilepsy
SLC6A1	6529	11074187	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6529&diseaseAcc=MESH:D012640	visual epilepsy
SLC6A2	6530	15911120	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6530&diseaseAcc=MESH:D012640	visual epilepsy
SLC8A1	6546	20888801	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6546&diseaseAcc=MESH:D012640	visual epilepsy
SLC8A3	6547	20888801	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6547&diseaseAcc=MESH:D012640	visual epilepsy
SOD2	6648	20446108	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6648&diseaseAcc=MESH:D012640	visual epilepsy
SST	6750	16771832	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=6750&diseaseAcc=MESH:D012640	visual epilepsy
SST	6750	20134357	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=6750&diseaseAcc=MESH:D012640	visual epilepsy
SST	6750	7913897	TAS	DiseaseName: Seizures (MESH:D012640); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=6750&diseaseAcc=MESH:D012640	visual epilepsy
